Time,Temp,RH,Pres,CO2,Gas,PM1,PM25,PM10
2024_05_16 - 07:59:28 PM, 0.00, 0.00, 872.78, 0.00, 26.32, 0, 10, 54
2024_05_16 - 07:59:29 PM, 0.00, 0.00, 872.82, 0.00, 26.23, 4, 12, 44
2024_05_16 - 07:59:31 PM, 0.00, 0.00, 872.82, 0.00, 26.23, 4, 12, 44
2024_05_16 - 07:59:40 PM, 0.00, 0.00, 872.82, 0.00, 26.23, 4, 12, 44
2024_05_16 - 07:59:43 PM, 0.00, 0.00, 872.82, 0.00, 26.23, 4, 12, 44
2024_05_16 - 07:59:46 PM, 0.00, 0.00, 872.82, 0.00, 26.23, 4, 12, 44
2024_05_16 - 07:59:47 PM, 0.00, 0.00, 872.83, 0.00, 26.25, 0, 10, 40
2024_05_16 - 07:59:49 PM, 0.00, 0.00, 872.83, 0.00, 26.25, 0, 10, 40
2024_05_16 - 07:59:58 PM, 0.00, 0.00, 872.83, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:00:01 PM, 0.00, 0.00, 872.83, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:00:04 PM, 0.00, 0.00, 872.83, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:00:05 PM, 0.00, 0.00, 872.86, 0.00, 26.07, 0, 24, 54
2024_05_16 - 08:00:07 PM, 0.00, 0.00, 872.86, 0.00, 26.07, 0, 24, 54
2024_05_16 - 08:00:16 PM, 0.00, 0.00, 872.86, 0.00, 26.07, 0, 24, 54
2024_05_16 - 08:00:19 PM, 0.00, 0.00, 872.86, 0.00, 26.07, 0, 24, 54
2024_05_16 - 08:00:22 PM, 0.00, 0.00, 872.86, 0.00, 26.07, 0, 24, 54
2024_05_16 - 08:00:23 PM, 0.00, 0.00, 872.92, 0.00, 26.00, 16, 28, 60
2024_05_16 - 08:00:25 PM, 0.00, 0.00, 872.92, 0.00, 26.00, 16, 28, 60
2024_05_16 - 08:00:33 PM, 0.00, 0.00, 872.92, 0.00, 26.00, 16, 28, 60
2024_05_16 - 08:00:37 PM, 0.00, 0.00, 872.92, 0.00, 26.00, 16, 28, 60
2024_05_16 - 08:00:40 PM, 0.00, 0.00, 872.92, 0.00, 26.00, 16, 28, 60
2024_05_16 - 08:00:41 PM, 0.00, 0.00, 872.95, 0.00, 26.11, 0, 10, 40
2024_05_16 - 08:00:43 PM, 0.00, 0.00, 872.95, 0.00, 26.11, 0, 10, 40
2024_05_16 - 08:00:51 PM, 0.00, 0.00, 872.95, 0.00, 26.11, 0, 10, 40
2024_05_16 - 08:00:54 PM, 0.00, 0.00, 872.95, 0.00, 26.11, 0, 10, 40
2024_05_16 - 08:00:58 PM, 0.00, 0.00, 872.95, 0.00, 26.11, 0, 10, 40
2024_05_16 - 08:00:59 PM, 0.00, 0.00, 873.00, 0.00, 26.19, 0, 8, 40
2024_05_16 - 08:01:01 PM, 0.00, 0.00, 873.00, 0.00, 26.19, 0, 8, 40
2024_05_16 - 08:01:09 PM, 0.00, 0.00, 873.00, 0.00, 26.19, 0, 8, 40
2024_05_16 - 08:01:12 PM, 0.00, 0.00, 873.00, 0.00, 26.19, 0, 8, 40
2024_05_16 - 08:01:15 PM, 0.00, 0.00, 873.00, 0.00, 26.19, 0, 8, 40
2024_05_16 - 08:01:16 PM, 0.00, 0.00, 873.04, 0.00, 26.32, 10, 20, 50
2024_05_16 - 08:01:18 PM, 0.00, 0.00, 873.04, 0.00, 26.32, 10, 20, 50
2024_05_16 - 08:01:27 PM, 0.00, 0.00, 873.04, 0.00, 26.32, 10, 20, 50
2024_05_16 - 08:01:30 PM, 0.00, 0.00, 873.04, 0.00, 26.32, 10, 20, 50
2024_05_16 - 08:01:33 PM, 0.00, 0.00, 873.04, 0.00, 26.32, 10, 20, 50
2024_05_16 - 08:01:34 PM, 0.00, 0.00, 873.05, 0.00, 26.30, 0, 8, 40
2024_05_16 - 08:01:36 PM, 0.00, 0.00, 873.05, 0.00, 26.30, 0, 8, 40
2024_05_16 - 08:01:45 PM, 0.00, 0.00, 873.05, 0.00, 26.30, 0, 8, 40
2024_05_16 - 08:01:48 PM, 0.00, 0.00, 873.05, 0.00, 26.30, 0, 8, 40
2024_05_16 - 08:01:51 PM, 0.00, 0.00, 873.05, 0.00, 26.30, 0, 8, 40
2024_05_16 - 08:01:52 PM, 0.00, 0.00, 873.08, 0.00, 26.33, 4, 12, 44
2024_05_16 - 08:01:54 PM, 0.00, 0.00, 873.08, 0.00, 26.33, 4, 12, 44
2024_05_16 - 08:02:03 PM, 0.00, 0.00, 873.08, 0.00, 26.33, 4, 12, 44
2024_05_16 - 08:02:06 PM, 0.00, 0.00, 873.08, 0.00, 26.33, 4, 12, 44
2024_05_16 - 08:02:09 PM, 0.00, 0.00, 873.08, 0.00, 26.33, 4, 12, 44
2024_05_16 - 08:02:10 PM, 0.00, 0.00, 873.13, 0.00, 26.12, 0, 10, 40
2024_05_16 - 08:02:12 PM, 0.00, 0.00, 873.13, 0.00, 26.12, 0, 10, 40
2024_05_16 - 08:02:21 PM, 0.00, 0.00, 873.13, 0.00, 26.12, 0, 10, 40
2024_05_16 - 08:02:24 PM, 0.00, 0.00, 873.13, 0.00, 26.12, 0, 10, 40
2024_05_16 - 08:02:27 PM, 0.00, 0.00, 873.13, 0.00, 26.12, 0, 10, 40
2024_05_16 - 08:02:28 PM, 0.00, 0.00, 873.11, 0.00, 26.22, 2, 10, 64
2024_05_16 - 08:02:30 PM, 0.00, 0.00, 873.11, 0.00, 26.22, 2, 10, 64
2024_05_16 - 08:02:38 PM, 0.00, 0.00, 873.11, 0.00, 26.22, 2, 10, 64
2024_05_16 - 08:02:42 PM, 0.00, 0.00, 873.11, 0.00, 26.22, 2, 10, 64
2024_05_16 - 08:02:45 PM, 0.00, 0.00, 873.11, 0.00, 26.22, 2, 10, 64
2024_05_16 - 08:02:46 PM, 0.00, 0.00, 873.14, 0.00, 26.23, 2, 10, 42
2024_05_16 - 08:02:48 PM, 0.00, 0.00, 873.14, 0.00, 26.23, 2, 10, 42
2024_05_16 - 08:02:56 PM, 0.00, 0.00, 873.14, 0.00, 26.23, 2, 10, 42
2024_05_16 - 08:02:59 PM, 0.00, 0.00, 873.14, 0.00, 26.23, 2, 10, 42
2024_05_16 - 08:03:03 PM, 0.00, 0.00, 873.14, 0.00, 26.23, 2, 10, 42
2024_05_16 - 08:03:04 PM, 0.00, 0.00, 873.18, 0.00, 26.22, 4, 14, 44
2024_05_16 - 08:03:06 PM, 0.00, 0.00, 873.18, 0.00, 26.22, 4, 14, 44
2024_05_16 - 08:03:14 PM, 0.00, 0.00, 873.18, 0.00, 26.22, 4, 14, 44
2024_05_16 - 08:03:17 PM, 0.00, 0.00, 873.18, 0.00, 26.22, 4, 14, 44
2024_05_16 - 08:03:20 PM, 0.00, 0.00, 873.18, 0.00, 26.22, 4, 14, 44
2024_05_16 - 08:03:21 PM, 0.00, 0.00, 873.18, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:03:23 PM, 0.00, 0.00, 873.18, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:03:32 PM, 0.00, 0.00, 873.18, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:03:35 PM, 0.00, 0.00, 873.18, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:03:38 PM, 0.00, 0.00, 873.18, 0.00, 26.25, 0, 10, 40
2024_05_16 - 08:03:39 PM, 0.00, 0.00, 873.19, 0.00, 26.22, 4, 18, 48
2024_05_16 - 08:03:41 PM, 0.00, 0.00, 873.19, 0.00, 26.22, 4, 18, 48
2024_05_16 - 08:03:50 PM, 0.00, 0.00, 873.19, 0.00, 26.22, 4, 18, 48
2024_05_16 - 08:03:53 PM, 0.00, 0.00, 873.19, 0.00, 26.22, 4, 18, 48
2024_05_16 - 08:03:56 PM, 0.00, 0.00, 873.19, 0.00, 26.22, 4, 18, 48
2024_05_16 - 08:03:57 PM, 0.00, 0.00, 873.18, 0.00, 26.20, 2, 14, 44
2024_05_16 - 08:03:59 PM, 0.00, 0.00, 873.18, 0.00, 26.20, 2, 14, 44
2024_05_16 - 08:04:08 PM, 0.00, 0.00, 873.18, 0.00, 26.20, 2, 14, 44
2024_05_16 - 08:04:11 PM, 0.00, 0.00, 873.18, 0.00, 26.20, 2, 14, 44
2024_05_16 - 08:04:14 PM, 0.00, 0.00, 873.18, 0.00, 26.20, 2, 14, 44
2024_05_16 - 08:04:15 PM, 0.00, 0.00, 873.25, 0.00, 26.22, 86, 148, 170
2024_05_16 - 08:04:17 PM, 0.00, 0.00, 873.25, 0.00, 26.22, 86, 148, 170
2024_05_16 - 08:04:26 PM, 0.00, 0.00, 873.25, 0.00, 26.22, 86, 148, 170
2024_05_16 - 08:04:29 PM, 0.00, 0.00, 873.25, 0.00, 26.22, 86, 148, 170
2024_05_16 - 08:04:32 PM, 0.00, 0.00, 873.25, 0.00, 26.22, 86, 148, 170
2024_05_16 - 08:04:33 PM, 0.00, 0.00, 873.23, 0.00, 26.23, 0, 18, 48
2024_05_16 - 08:04:35 PM, 0.00, 0.00, 873.23, 0.00, 26.23, 0, 18, 48
2024_05_16 - 08:04:43 PM, 0.00, 0.00, 873.23, 0.00, 26.23, 0, 18, 48
2024_05_16 - 08:04:47 PM, 0.00, 0.00, 873.23, 0.00, 26.23, 0, 18, 48
2024_05_16 - 08:04:50 PM, 0.00, 0.00, 873.23, 0.00, 26.23, 0, 18, 48
2024_05_16 - 08:04:51 PM, 0.00, 0.00, 873.26, 0.00, 26.14, 2, 12, 42
2024_05_16 - 08:04:53 PM, 0.00, 0.00, 873.26, 0.00, 26.14, 2, 12, 42
2024_05_16 - 08:05:01 PM, 0.00, 0.00, 873.26, 0.00, 26.14, 2, 12, 42
2024_05_16 - 08:05:04 PM, 0.00, 0.00, 873.26, 0.00, 26.14, 2, 12, 42
2024_05_16 - 08:05:08 PM, 0.00, 0.00, 873.26, 0.00, 26.14, 2, 12, 42
2024_05_16 - 08:05:09 PM, 0.00, 0.00, 873.23, 0.00, 26.07, 4, 14, 44
2024_05_16 - 08:05:11 PM, 0.00, 0.00, 873.23, 0.00, 26.07, 4, 14, 44
2024_05_16 - 08:05:19 PM, 0.00, 0.00, 873.23, 0.00, 26.07, 4, 14, 44
2024_05_16 - 08:05:22 PM, 0.00, 0.00, 873.23, 0.00, 26.07, 4, 14, 44
2024_05_16 - 08:05:25 PM, 0.00, 0.00, 873.23, 0.00, 26.07, 4, 14, 44
2024_05_16 - 08:05:26 PM, 0.00, 0.00, 873.23, 0.00, 26.12, 6, 16, 48
2024_05_16 - 08:05:28 PM, 0.00, 0.00, 873.23, 0.00, 26.12, 6, 16, 48
2024_05_16 - 08:05:37 PM, 0.00, 0.00, 873.23, 0.00, 26.12, 6, 16, 48
2024_05_16 - 08:05:40 PM, 0.00, 0.00, 873.23, 0.00, 26.12, 6, 16, 48
2024_05_16 - 08:05:43 PM, 0.00, 0.00, 873.23, 0.00, 26.12, 6, 16, 48
2024_05_16 - 08:05:44 PM, 0.00, 0.00, 873.26, 0.00, 26.03, 6, 20, 52
2024_05_16 - 08:05:46 PM, 0.00, 0.00, 873.26, 0.00, 26.03, 6, 20, 52
2024_05_16 - 08:05:55 PM, 0.00, 0.00, 873.26, 0.00, 26.03, 6, 20, 52
2024_05_16 - 08:05:58 PM, 0.00, 0.00, 873.26, 0.00, 26.03, 6, 20, 52
2024_05_16 - 08:06:01 PM, 0.00, 0.00, 873.26, 0.00, 26.03, 6, 20, 52
2024_05_16 - 08:06:02 PM, 0.00, 0.00, 873.27, 0.00, 25.96, 0, 8, 40
2024_05_16 - 08:06:04 PM, 0.00, 0.00, 873.27, 0.00, 25.96, 0, 8, 40
2024_05_16 - 08:06:13 PM, 0.00, 0.00, 873.27, 0.00, 25.96, 0, 8, 40
2024_05_16 - 08:06:16 PM, 0.00, 0.00, 873.27, 0.00, 25.96, 0, 8, 40
2024_05_16 - 08:06:19 PM, 0.00, 0.00, 873.27, 0.00, 25.96, 0, 8, 40
2024_05_16 - 08:06:20 PM, 0.00, 0.00, 873.33, 0.00, 26.00, 0, 10, 40
2024_05_16 - 08:06:22 PM, 0.00, 0.00, 873.33, 0.00, 26.00, 0, 10, 40
2024_05_16 - 08:06:31 PM, 0.00, 0.00, 873.33, 0.00, 26.00, 0, 10, 40
2024_05_16 - 08:06:34 PM, 0.00, 0.00, 873.33, 0.00, 26.00, 0, 10, 40
2024_05_16 - 08:06:37 PM, 0.00, 0.00, 873.33, 0.00, 26.00, 0, 10, 40
2024_05_16 - 08:06:38 PM, 0.00, 0.00, 873.41, 0.00, 26.03, 4, 12, 44
2024_05_16 - 08:06:40 PM, 0.00, 0.00, 873.41, 0.00, 26.03, 4, 12, 44
2024_05_16 - 08:06:48 PM, 0.00, 0.00, 873.41, 0.00, 26.03, 4, 12, 44
2024_05_16 - 08:06:52 PM, 0.00, 0.00, 873.41, 0.00, 26.03, 4, 12, 44
2024_05_16 - 08:06:55 PM, 0.00, 0.00, 873.41, 0.00, 26.03, 4, 12, 44
2024_05_16 - 08:06:56 PM, 0.00, 0.00, 873.40, 0.00, 25.95, 6, 16, 46
2024_05_16 - 08:06:58 PM, 0.00, 0.00, 873.40, 0.00, 25.95, 6, 16, 46
2024_05_16 - 08:07:06 PM, 0.00, 0.00, 873.40, 0.00, 25.95, 6, 16, 46
2024_05_16 - 08:07:09 PM, 0.00, 0.00, 873.40, 0.00, 25.95, 6, 16, 46
2024_05_16 - 08:07:13 PM, 0.00, 0.00, 873.40, 0.00, 25.95, 6, 16, 46
2024_05_16 - 08:07:14 PM, 0.00, 0.00, 873.48, 0.00, 25.85, 4, 12, 44
2024_05_16 - 08:07:16 PM, 0.00, 0.00, 873.48, 0.00, 25.85, 4, 12, 44
2024_05_16 - 08:07:24 PM, 0.00, 0.00, 873.48, 0.00, 25.85, 4, 12, 44
2024_05_16 - 08:07:27 PM, 0.00, 0.00, 873.48, 0.00, 25.85, 4, 12, 44
2024_05_16 - 08:07:30 PM, 0.00, 0.00, 873.48, 0.00, 25.85, 4, 12, 44
2024_05_16 - 08:07:31 PM, 0.00, 0.00, 873.48, 0.00, 25.76, 4, 22, 52
2024_05_16 - 08:07:33 PM, 0.00, 0.00, 873.48, 0.00, 25.76, 4, 22, 52
2024_05_16 - 08:07:42 PM, 0.00, 0.00, 873.48, 0.00, 25.76, 4, 22, 52
2024_05_16 - 08:07:45 PM, 0.00, 0.00, 873.48, 0.00, 25.76, 4, 22, 52
2024_05_16 - 08:07:48 PM, 0.00, 0.00, 873.48, 0.00, 25.76, 4, 22, 52
2024_05_16 - 08:07:49 PM, 0.00, 0.00, 873.51, 0.00, 25.73, 2, 16, 46
2024_05_16 - 08:07:51 PM, 0.00, 0.00, 873.51, 0.00, 25.73, 2, 16, 46
2024_05_16 - 08:08:00 PM, 0.00, 0.00, 873.51, 0.00, 25.73, 2, 16, 46
2024_05_16 - 08:08:03 PM, 0.00, 0.00, 873.51, 0.00, 25.73, 2, 16, 46
2024_05_16 - 08:08:06 PM, 0.00, 0.00, 873.51, 0.00, 25.73, 2, 16, 46
2024_05_16 - 08:08:07 PM, 0.00, 0.00, 873.52, 0.00, 25.60, 2, 10, 64
2024_05_16 - 08:08:09 PM, 0.00, 0.00, 873.52, 0.00, 25.60, 2, 10, 64
2024_05_16 - 08:08:18 PM, 0.00, 0.00, 873.52, 0.00, 25.60, 2, 10, 64
2024_05_16 - 08:08:21 PM, 0.00, 0.00, 873.52, 0.00, 25.60, 2, 10, 64
2024_05_16 - 08:08:24 PM, 0.00, 0.00, 873.52, 0.00, 25.60, 2, 10, 64
2024_05_16 - 08:08:25 PM, 0.00, 0.00, 873.54, 0.00, 25.47, 2, 12, 44
2024_05_16 - 08:08:27 PM, 0.00, 0.00, 873.54, 0.00, 25.47, 2, 12, 44
2024_05_16 - 08:08:36 PM, 0.00, 0.00, 873.54, 0.00, 25.47, 2, 12, 44
2024_05_16 - 08:08:39 PM, 0.00, 0.00, 873.54, 0.00, 25.47, 2, 12, 44
2024_05_16 - 08:08:42 PM, 0.00, 0.00, 873.54, 0.00, 25.47, 2, 12, 44
2024_05_16 - 08:08:43 PM, 0.00, 0.00, 873.58, 0.00, 25.45, 0, 8, 40
2024_05_16 - 08:08:45 PM, 0.00, 0.00, 873.58, 0.00, 25.45, 0, 8, 40
2024_05_16 - 08:08:53 PM, 0.00, 0.00, 873.58, 0.00, 25.45, 0, 8, 40
2024_05_16 - 08:08:57 PM, 0.00, 0.00, 873.58, 0.00, 25.45, 0, 8, 40
2024_05_16 - 08:09:00 PM, 0.00, 0.00, 873.58, 0.00, 25.45, 0, 8, 40
2024_05_16 - 08:09:01 PM, 0.00, 0.00, 873.56, 0.00, 25.36, 8, 20, 52
2024_05_16 - 08:09:03 PM, 0.00, 0.00, 873.56, 0.00, 25.36, 8, 20, 52
2024_05_16 - 08:09:11 PM, 0.00, 0.00, 873.56, 0.00, 25.36, 8, 20, 52
2024_05_16 - 08:09:14 PM, 0.00, 0.00, 873.56, 0.00, 25.36, 8, 20, 52
2024_05_16 - 08:09:18 PM, 0.00, 0.00, 873.56, 0.00, 25.36, 8, 20, 52
2024_05_16 - 08:09:19 PM, 0.00, 0.00, 873.52, 0.00, 25.33, 0, 10, 40
2024_05_16 - 08:09:21 PM, 0.00, 0.00, 873.52, 0.00, 25.33, 0, 10, 40
2024_05_16 - 08:09:29 PM, 0.00, 0.00, 873.52, 0.00, 25.33, 0, 10, 40
2024_05_16 - 08:09:32 PM, 0.00, 0.00, 873.52, 0.00, 25.33, 0, 10, 40
2024_05_16 - 08:09:35 PM, 0.00, 0.00, 873.52, 0.00, 25.33, 0, 10, 40
2024_05_16 - 08:09:36 PM, 0.00, 0.00, 873.52, 0.00, 25.36, 0, 10, 40
2024_05_16 - 08:09:38 PM, 0.00, 0.00, 873.52, 0.00, 25.36, 0, 10, 40
2024_05_16 - 08:09:47 PM, 0.00, 0.00, 873.52, 0.00, 25.36, 0, 10, 40
2024_05_16 - 08:09:50 PM, 0.00, 0.00, 873.52, 0.00, 25.36, 0, 10, 40
2024_05_16 - 08:09:53 PM, 0.00, 0.00, 873.52, 0.00, 25.36, 0, 10, 40
2024_05_16 - 08:09:54 PM, 0.00, 0.00, 873.59, 0.00, 25.35, 2, 12, 44
2024_05_16 - 08:09:56 PM, 0.00, 0.00, 873.59, 0.00, 25.35, 2, 12, 44
2024_05_16 - 08:10:05 PM, 0.00, 0.00, 873.59, 0.00, 25.35, 2, 12, 44
2024_05_16 - 08:10:08 PM, 0.00, 0.00, 873.59, 0.00, 25.35, 2, 12, 44
2024_05_16 - 08:10:11 PM, 0.00, 0.00, 873.59, 0.00, 25.35, 2, 12, 44
2024_05_16 - 08:10:12 PM, 0.00, 0.00, 873.55, 0.00, 25.21, 2, 14, 44
2024_05_16 - 08:10:14 PM, 0.00, 0.00, 873.55, 0.00, 25.21, 2, 14, 44
2024_05_16 - 08:10:23 PM, 0.00, 0.00, 873.55, 0.00, 25.21, 2, 14, 44
2024_05_16 - 08:10:26 PM, 0.00, 0.00, 873.55, 0.00, 25.21, 2, 14, 44
2024_05_16 - 08:10:29 PM, 0.00, 0.00, 873.55, 0.00, 25.21, 2, 14, 44
2024_05_16 - 08:10:30 PM, 0.00, 0.00, 873.54, 0.00, 25.12, 0, 10, 40
2024_05_16 - 08:10:32 PM, 0.00, 0.00, 873.54, 0.00, 25.12, 0, 10, 40
2024_05_16 - 08:10:41 PM, 0.00, 0.00, 873.54, 0.00, 25.12, 0, 10, 40
2024_05_16 - 08:10:44 PM, 0.00, 0.00, 873.54, 0.00, 25.12, 0, 10, 40
2024_05_16 - 08:10:47 PM, 0.00, 0.00, 873.54, 0.00, 25.12, 0, 10, 40
2024_05_16 - 08:10:48 PM, 0.00, 0.00, 873.55, 0.00, 25.11, 0, 8, 40
2024_05_16 - 08:10:50 PM, 0.00, 0.00, 873.55, 0.00, 25.11, 0, 8, 40
2024_05_16 - 08:10:58 PM, 0.00, 0.00, 873.55, 0.00, 25.11, 0, 8, 40
2024_05_16 - 08:11:02 PM, 0.00, 0.00, 873.55, 0.00, 25.11, 0, 8, 40
2024_05_16 - 08:11:05 PM, 0.00, 0.00, 873.55, 0.00, 25.11, 0, 8, 40
2024_05_16 - 08:11:06 PM, 0.00, 0.00, 873.51, 0.00, 25.21, 0, 8, 40
2024_05_16 - 08:11:08 PM, 0.00, 0.00, 873.51, 0.00, 25.21, 0, 8, 40
2024_05_16 - 08:11:16 PM, 0.00, 0.00, 873.51, 0.00, 25.21, 0, 8, 40
2024_05_16 - 08:11:19 PM, 0.00, 0.00, 873.51, 0.00, 25.21, 0, 8, 40
2024_05_16 - 08:11:23 PM, 0.00, 0.00, 873.51, 0.00, 25.21, 0, 8, 40
2024_05_16 - 08:11:24 PM, 0.00, 0.00, 873.54, 0.00, 24.98, 0, 8, 40
2024_05_16 - 08:11:26 PM, 0.00, 0.00, 873.54, 0.00, 24.98, 0, 8, 40
2024_05_16 - 08:11:34 PM, 0.00, 0.00, 873.54, 0.00, 24.98, 0, 8, 40
2024_05_16 - 08:11:37 PM, 0.00, 0.00, 873.54, 0.00, 24.98, 0, 8, 40
2024_05_16 - 08:11:40 PM, 0.00, 0.00, 873.54, 0.00, 24.98, 0, 8, 40
2024_05_16 - 08:11:41 PM, 0.00, 0.00, 873.53, 0.00, 24.98, 0, 10, 40
2024_05_16 - 08:11:43 PM, 0.00, 0.00, 873.53, 0.00, 24.98, 0, 10, 40
2024_05_16 - 08:11:52 PM, 0.00, 0.00, 873.53, 0.00, 24.98, 0, 10, 40
2024_05_16 - 08:11:55 PM, 0.00, 0.00, 873.53, 0.00, 24.98, 0, 10, 40
2024_05_16 - 08:11:58 PM, 0.00, 0.00, 873.53, 0.00, 24.98, 0, 10, 40
2024_05_16 - 08:11:59 PM, 0.00, 0.00, 873.50, 0.00, 25.06, 8, 18, 48
2024_05_16 - 08:12:01 PM, 0.00, 0.00, 873.50, 0.00, 25.06, 8, 18, 48
2024_05_16 - 08:12:10 PM, 0.00, 0.00, 873.50, 0.00, 25.06, 8, 18, 48
2024_05_16 - 08:12:13 PM, 0.00, 0.00, 873.50, 0.00, 25.06, 8, 18, 48
2024_05_16 - 08:12:16 PM, 0.00, 0.00, 873.50, 0.00, 25.06, 8, 18, 48
2024_05_16 - 08:12:17 PM, 0.00, 0.00, 873.50, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:12:19 PM, 0.00, 0.00, 873.50, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:12:28 PM, 0.00, 0.00, 873.50, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:12:31 PM, 0.00, 0.00, 873.50, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:12:34 PM, 0.00, 0.00, 873.50, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:12:35 PM, 0.00, 0.00, 873.42, 0.00, 24.99, 0, 10, 40
2024_05_16 - 08:12:37 PM, 0.00, 0.00, 873.42, 0.00, 24.99, 0, 10, 40
2024_05_16 - 08:12:46 PM, 0.00, 0.00, 873.42, 0.00, 24.99, 0, 10, 40
2024_05_16 - 08:12:49 PM, 0.00, 0.00, 873.42, 0.00, 24.99, 0, 10, 40
2024_05_16 - 08:12:52 PM, 0.00, 0.00, 873.42, 0.00, 24.99, 0, 10, 40
2024_05_16 - 08:12:53 PM, 0.00, 0.00, 873.52, 0.00, 25.08, 2, 10, 42
2024_05_16 - 08:12:55 PM, 0.00, 0.00, 873.52, 0.00, 25.08, 2, 10, 42
2024_05_16 - 08:13:03 PM, 0.00, 0.00, 873.52, 0.00, 25.08, 2, 10, 42
2024_05_16 - 08:13:07 PM, 0.00, 0.00, 873.52, 0.00, 25.08, 2, 10, 42
2024_05_16 - 08:13:10 PM, 0.00, 0.00, 873.52, 0.00, 25.08, 2, 10, 42
2024_05_16 - 08:13:11 PM, 0.00, 0.00, 873.46, 0.00, 24.99, 0, 8, 40
2024_05_16 - 08:13:13 PM, 0.00, 0.00, 873.46, 0.00, 24.99, 0, 8, 40
2024_05_16 - 08:13:21 PM, 0.00, 0.00, 873.46, 0.00, 24.99, 0, 8, 40
2024_05_16 - 08:13:24 PM, 0.00, 0.00, 873.46, 0.00, 24.99, 0, 8, 40
2024_05_16 - 08:13:28 PM, 0.00, 0.00, 873.46, 0.00, 24.99, 0, 8, 40
2024_05_16 - 08:13:29 PM, 0.00, 0.00, 873.50, 0.00, 24.96, 0, 8, 40
2024_05_16 - 08:13:31 PM, 0.00, 0.00, 873.50, 0.00, 24.96, 0, 8, 40
2024_05_16 - 08:13:39 PM, 0.00, 0.00, 873.50, 0.00, 24.96, 0, 8, 40
2024_05_16 - 08:13:42 PM, 0.00, 0.00, 873.50, 0.00, 24.96, 0, 8, 40
2024_05_16 - 08:13:45 PM, 0.00, 0.00, 873.50, 0.00, 24.96, 0, 8, 40
2024_05_16 - 08:13:46 PM, 0.00, 0.00, 873.45, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:13:48 PM, 0.00, 0.00, 873.45, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:13:57 PM, 0.00, 0.00, 873.45, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:14:00 PM, 0.00, 0.00, 873.45, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:14:03 PM, 0.00, 0.00, 873.45, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:14:04 PM, 0.00, 0.00, 873.44, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:06 PM, 0.00, 0.00, 873.44, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:15 PM, 0.00, 0.00, 873.44, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:18 PM, 0.00, 0.00, 873.44, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:21 PM, 0.00, 0.00, 873.44, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:22 PM, 0.00, 0.00, 873.50, 0.00, 24.70, 0, 12, 42
2024_05_16 - 08:14:24 PM, 0.00, 0.00, 873.50, 0.00, 24.70, 0, 12, 42
2024_05_16 - 08:14:33 PM, 0.00, 0.00, 873.50, 0.00, 24.70, 0, 12, 42
2024_05_16 - 08:14:36 PM, 0.00, 0.00, 873.50, 0.00, 24.70, 0, 12, 42
2024_05_16 - 08:14:39 PM, 0.00, 0.00, 873.50, 0.00, 24.70, 0, 12, 42
2024_05_16 - 08:14:40 PM, 0.00, 0.00, 873.48, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:42 PM, 0.00, 0.00, 873.48, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:51 PM, 0.00, 0.00, 873.48, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:54 PM, 0.00, 0.00, 873.48, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:57 PM, 0.00, 0.00, 873.48, 0.00, 24.79, 0, 8, 40
2024_05_16 - 08:14:58 PM, 0.00, 0.00, 873.47, 0.00, 24.67, 0, 8, 52
2024_05_16 - 08:15:00 PM, 0.00, 0.00, 873.47, 0.00, 24.67, 0, 8, 52
2024_05_16 - 08:15:08 PM, 0.00, 0.00, 873.47, 0.00, 24.67, 0, 8, 52
2024_05_16 - 08:15:12 PM, 0.00, 0.00, 873.47, 0.00, 24.67, 0, 8, 52
2024_05_16 - 08:15:15 PM, 0.00, 0.00, 873.47, 0.00, 24.67, 0, 8, 52
2024_05_16 - 08:15:16 PM, 0.00, 0.00, 873.45, 0.00, 24.82, 0, 8, 40
2024_05_16 - 08:15:18 PM, 0.00, 0.00, 873.45, 0.00, 24.82, 0, 8, 40
