Time,Temp,RH,Pres,CO2,Gas,PM1,PM25,PM10
2024_05_16 - 07:27:34 PM, 0.00, 0.00, 872.14, 0.00, 29.18, 0, 8, 40
2024_05_16 - 07:27:37 PM, 0.00, 0.00, 872.14, 0.00, 29.18, 0, 8, 40
2024_05_16 - 07:27:38 PM, 0.00, 0.00, 872.17, 0.00, 29.04, 0, 8, 40
2024_05_16 - 07:27:40 PM, 0.00, 0.00, 872.17, 0.00, 29.04, 0, 8, 40
2024_05_16 - 07:27:49 PM, 0.00, 0.00, 872.17, 0.00, 29.04, 0, 8, 40
2024_05_16 - 07:27:52 PM, 0.00, 0.00, 872.17, 0.00, 29.04, 0, 8, 40
2024_05_16 - 07:27:55 PM, 0.00, 0.00, 872.17, 0.00, 29.04, 0, 8, 40
2024_05_16 - 07:27:56 PM, 0.00, 0.00, 872.18, 0.00, 29.00, 0, 8, 40
2024_05_16 - 07:27:58 PM, 0.00, 0.00, 872.18, 0.00, 29.00, 0, 8, 40
2024_05_16 - 07:28:07 PM, 0.00, 0.00, 872.18, 0.00, 29.00, 0, 8, 40
2024_05_16 - 07:28:10 PM, 0.00, 0.00, 872.18, 0.00, 29.00, 0, 8, 40
2024_05_16 - 07:28:13 PM, 0.00, 0.00, 872.18, 0.00, 29.00, 0, 8, 40
2024_05_16 - 07:28:14 PM, 0.00, 0.00, 872.18, 0.00, 28.82, 0, 8, 40
2024_05_16 - 07:28:16 PM, 0.00, 0.00, 872.18, 0.00, 28.82, 0, 8, 40
2024_05_16 - 07:28:25 PM, 0.00, 0.00, 872.18, 0.00, 28.82, 0, 8, 40
2024_05_16 - 07:28:28 PM, 0.00, 0.00, 872.18, 0.00, 28.82, 0, 8, 40
2024_05_16 - 07:28:31 PM, 0.00, 0.00, 872.18, 0.00, 28.82, 0, 8, 40
2024_05_16 - 07:28:32 PM, 0.00, 0.00, 872.25, 0.00, 28.70, 0, 8, 40
2024_05_16 - 07:28:34 PM, 0.00, 0.00, 872.25, 0.00, 28.70, 0, 8, 40
2024_05_16 - 07:28:43 PM, 0.00, 0.00, 872.25, 0.00, 28.70, 0, 8, 40
2024_05_16 - 07:28:46 PM, 0.00, 0.00, 872.25, 0.00, 28.70, 0, 8, 40
2024_05_16 - 07:28:49 PM, 0.00, 0.00, 872.25, 0.00, 28.70, 0, 8, 40
2024_05_16 - 07:28:50 PM, 0.00, 0.00, 872.27, 0.00, 28.59, 0, 8, 40
2024_05_16 - 07:28:52 PM, 0.00, 0.00, 872.27, 0.00, 28.59, 0, 8, 40
2024_05_16 - 07:29:00 PM, 0.00, 0.00, 872.27, 0.00, 28.59, 0, 8, 40
2024_05_16 - 07:29:04 PM, 0.00, 0.00, 872.27, 0.00, 28.59, 0, 8, 40
2024_05_16 - 07:29:07 PM, 0.00, 0.00, 872.27, 0.00, 28.59, 0, 8, 40
2024_05_16 - 07:29:08 PM, 0.00, 0.00, 872.25, 0.00, 28.44, 0, 10, 40
2024_05_16 - 07:29:10 PM, 0.00, 0.00, 872.25, 0.00, 28.44, 0, 10, 40
2024_05_16 - 07:29:18 PM, 0.00, 0.00, 872.25, 0.00, 28.44, 0, 10, 40
2024_05_16 - 07:29:21 PM, 0.00, 0.00, 872.25, 0.00, 28.44, 0, 10, 40
2024_05_16 - 07:29:25 PM, 0.00, 0.00, 872.25, 0.00, 28.44, 0, 10, 40
2024_05_16 - 07:29:26 PM, 0.00, 0.00, 872.25, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:29:28 PM, 0.00, 0.00, 872.25, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:29:36 PM, 0.00, 0.00, 872.25, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:29:39 PM, 0.00, 0.00, 872.25, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:29:42 PM, 0.00, 0.00, 872.25, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:29:43 PM, 0.00, 0.00, 872.29, 0.00, 28.40, 0, 8, 40
2024_05_16 - 07:29:45 PM, 0.00, 0.00, 872.29, 0.00, 28.40, 0, 8, 40
2024_05_16 - 07:29:54 PM, 0.00, 0.00, 872.29, 0.00, 28.40, 0, 8, 40
2024_05_16 - 07:29:57 PM, 0.00, 0.00, 872.29, 0.00, 28.40, 0, 8, 40
2024_05_16 - 07:30:00 PM, 0.00, 0.00, 872.29, 0.00, 28.40, 0, 8, 40
2024_05_16 - 07:30:01 PM, 0.00, 0.00, 872.26, 0.00, 28.29, 0, 8, 40
2024_05_16 - 07:30:03 PM, 0.00, 0.00, 872.26, 0.00, 28.29, 0, 8, 40
2024_05_16 - 07:30:12 PM, 0.00, 0.00, 872.26, 0.00, 28.29, 0, 8, 40
2024_05_16 - 07:30:15 PM, 0.00, 0.00, 872.26, 0.00, 28.29, 0, 8, 40
2024_05_16 - 07:30:18 PM, 0.00, 0.00, 872.26, 0.00, 28.29, 0, 8, 40
2024_05_16 - 07:30:19 PM, 0.00, 0.00, 872.28, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:30:21 PM, 0.00, 0.00, 872.28, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:30:30 PM, 0.00, 0.00, 872.28, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:30:33 PM, 0.00, 0.00, 872.28, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:30:36 PM, 0.00, 0.00, 872.28, 0.00, 28.34, 0, 8, 40
2024_05_16 - 07:30:37 PM, 0.00, 0.00, 872.22, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:30:39 PM, 0.00, 0.00, 872.22, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:30:48 PM, 0.00, 0.00, 872.22, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:30:51 PM, 0.00, 0.00, 872.22, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:30:54 PM, 0.00, 0.00, 872.22, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:30:55 PM, 0.00, 0.00, 872.20, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:30:57 PM, 0.00, 0.00, 872.20, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:31:05 PM, 0.00, 0.00, 872.20, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:31:09 PM, 0.00, 0.00, 872.20, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:31:12 PM, 0.00, 0.00, 872.20, 0.00, 28.10, 0, 8, 40
2024_05_16 - 07:31:13 PM, 0.00, 0.00, 872.25, 0.00, 27.95, 0, 8, 40
2024_05_16 - 07:31:15 PM, 0.00, 0.00, 872.25, 0.00, 27.95, 0, 8, 40
2024_05_16 - 07:31:23 PM, 0.00, 0.00, 872.25, 0.00, 27.95, 0, 8, 40
2024_05_16 - 07:31:26 PM, 0.00, 0.00, 872.25, 0.00, 27.95, 0, 8, 40
2024_05_16 - 07:31:30 PM, 0.00, 0.00, 872.25, 0.00, 27.95, 0, 8, 40
2024_05_16 - 07:31:31 PM, 0.00, 0.00, 872.26, 0.00, 27.92, 0, 8, 40
2024_05_16 - 07:31:33 PM, 0.00, 0.00, 872.26, 0.00, 27.92, 0, 8, 40
2024_05_16 - 07:31:41 PM, 0.00, 0.00, 872.26, 0.00, 27.92, 0, 8, 40
2024_05_16 - 07:31:44 PM, 0.00, 0.00, 872.26, 0.00, 27.92, 0, 8, 40
2024_05_16 - 07:31:47 PM, 0.00, 0.00, 872.26, 0.00, 27.92, 0, 8, 40
2024_05_16 - 07:31:48 PM, 0.00, 0.00, 872.30, 0.00, 27.88, 2, 14, 46
2024_05_16 - 07:31:50 PM, 0.00, 0.00, 872.30, 0.00, 27.88, 2, 14, 46
2024_05_16 - 07:31:59 PM, 0.00, 0.00, 872.30, 0.00, 27.88, 2, 14, 46
2024_05_16 - 07:32:02 PM, 0.00, 0.00, 872.30, 0.00, 27.88, 2, 14, 46
2024_05_16 - 07:32:05 PM, 0.00, 0.00, 872.30, 0.00, 27.88, 2, 14, 46
2024_05_16 - 07:32:06 PM, 0.00, 0.00, 872.28, 0.00, 27.66, 0, 8, 40
2024_05_16 - 07:32:08 PM, 0.00, 0.00, 872.28, 0.00, 27.66, 0, 8, 40
2024_05_16 - 07:32:17 PM, 0.00, 0.00, 872.28, 0.00, 27.66, 0, 8, 40
2024_05_16 - 07:32:20 PM, 0.00, 0.00, 872.28, 0.00, 27.66, 0, 8, 40
2024_05_16 - 07:32:23 PM, 0.00, 0.00, 872.28, 0.00, 27.66, 0, 8, 40
2024_05_16 - 07:32:24 PM, 0.00, 0.00, 872.15, 0.00, 27.75, 0, 8, 40
2024_05_16 - 07:32:26 PM, 0.00, 0.00, 872.15, 0.00, 27.75, 0, 8, 40
2024_05_16 - 07:32:35 PM, 0.00, 0.00, 872.15, 0.00, 27.75, 0, 8, 40
2024_05_16 - 07:32:38 PM, 0.00, 0.00, 872.15, 0.00, 27.75, 0, 8, 40
2024_05_16 - 07:32:41 PM, 0.00, 0.00, 872.15, 0.00, 27.75, 0, 8, 40
2024_05_16 - 07:32:42 PM, 0.00, 0.00, 872.14, 0.00, 27.61, 0, 8, 40
2024_05_16 - 07:32:44 PM, 0.00, 0.00, 872.14, 0.00, 27.61, 0, 8, 40
2024_05_16 - 07:32:53 PM, 0.00, 0.00, 872.14, 0.00, 27.61, 0, 8, 40
2024_05_16 - 07:32:56 PM, 0.00, 0.00, 872.14, 0.00, 27.61, 0, 8, 40
2024_05_16 - 07:32:59 PM, 0.00, 0.00, 872.14, 0.00, 27.61, 0, 8, 40
2024_05_16 - 07:33:00 PM, 0.00, 0.00, 872.21, 0.00, 27.34, 0, 8, 40
2024_05_16 - 07:33:02 PM, 0.00, 0.00, 872.21, 0.00, 27.34, 0, 8, 40
2024_05_16 - 07:33:10 PM, 0.00, 0.00, 872.21, 0.00, 27.34, 0, 8, 40
2024_05_16 - 07:33:14 PM, 0.00, 0.00, 872.21, 0.00, 27.34, 0, 8, 40
2024_05_16 - 07:33:17 PM, 0.00, 0.00, 872.21, 0.00, 27.34, 0, 8, 40
2024_05_16 - 07:33:18 PM, 0.00, 0.00, 872.18, 0.00, 27.40, 0, 8, 40
2024_05_16 - 07:33:20 PM, 0.00, 0.00, 872.18, 0.00, 27.40, 0, 8, 40
2024_05_16 - 07:33:28 PM, 0.00, 0.00, 872.18, 0.00, 27.40, 0, 8, 40
2024_05_16 - 07:33:31 PM, 0.00, 0.00, 872.18, 0.00, 27.40, 0, 8, 40
2024_05_16 - 07:33:35 PM, 0.00, 0.00, 872.18, 0.00, 27.40, 0, 8, 40
2024_05_16 - 07:33:36 PM, 0.00, 0.00, 872.20, 0.00, 27.36, 0, 8, 40
2024_05_16 - 07:33:38 PM, 0.00, 0.00, 872.20, 0.00, 27.36, 0, 8, 40
2024_05_16 - 07:33:46 PM, 0.00, 0.00, 872.20, 0.00, 27.36, 0, 8, 40
2024_05_16 - 07:33:49 PM, 0.00, 0.00, 872.20, 0.00, 27.36, 0, 8, 40
2024_05_16 - 07:33:52 PM, 0.00, 0.00, 872.20, 0.00, 27.36, 0, 8, 40
2024_05_16 - 07:33:53 PM, 0.00, 0.00, 872.05, 0.00, 27.15, 0, 8, 40
2024_05_16 - 07:33:55 PM, 0.00, 0.00, 872.05, 0.00, 27.15, 0, 8, 40
2024_05_16 - 07:34:04 PM, 0.00, 0.00, 872.05, 0.00, 27.15, 0, 8, 40
2024_05_16 - 07:34:07 PM, 0.00, 0.00, 872.05, 0.00, 27.15, 0, 8, 40
2024_05_16 - 07:34:10 PM, 0.00, 0.00, 872.05, 0.00, 27.15, 0, 8, 40
2024_05_16 - 07:34:11 PM, 0.00, 0.00, 872.04, 0.00, 27.15, 0, 10, 40
2024_05_16 - 07:34:13 PM, 0.00, 0.00, 872.04, 0.00, 27.15, 0, 10, 40
2024_05_16 - 07:34:22 PM, 0.00, 0.00, 872.04, 0.00, 27.15, 0, 10, 40
2024_05_16 - 07:34:25 PM, 0.00, 0.00, 872.04, 0.00, 27.15, 0, 10, 40
2024_05_16 - 07:34:28 PM, 0.00, 0.00, 872.04, 0.00, 27.15, 0, 10, 40
2024_05_16 - 07:34:29 PM, 0.00, 0.00, 872.07, 0.00, 27.19, 0, 8, 40
2024_05_16 - 07:34:31 PM, 0.00, 0.00, 872.07, 0.00, 27.19, 0, 8, 40
2024_05_16 - 07:34:40 PM, 0.00, 0.00, 872.07, 0.00, 27.19, 0, 8, 40
2024_05_16 - 07:34:43 PM, 0.00, 0.00, 872.07, 0.00, 27.19, 0, 8, 40
2024_05_16 - 07:34:46 PM, 0.00, 0.00, 872.07, 0.00, 27.19, 0, 8, 40
2024_05_16 - 07:34:47 PM, 0.00, 0.00, 872.16, 0.00, 27.10, 0, 8, 40
2024_05_16 - 07:34:49 PM, 0.00, 0.00, 872.16, 0.00, 27.10, 0, 8, 40
2024_05_16 - 07:34:58 PM, 0.00, 0.00, 872.16, 0.00, 27.10, 0, 8, 40
2024_05_16 - 07:35:01 PM, 0.00, 0.00, 872.16, 0.00, 27.10, 0, 8, 40
2024_05_16 - 07:35:04 PM, 0.00, 0.00, 872.16, 0.00, 27.10, 0, 8, 40
2024_05_16 - 07:35:05 PM, 0.00, 0.00, 872.04, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:35:07 PM, 0.00, 0.00, 872.04, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:35:15 PM, 0.00, 0.00, 872.04, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:35:19 PM, 0.00, 0.00, 872.04, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:35:22 PM, 0.00, 0.00, 872.04, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:35:23 PM, 0.00, 0.00, 871.89, 0.00, 26.76, 0, 8, 40
2024_05_16 - 07:35:25 PM, 0.00, 0.00, 871.89, 0.00, 26.76, 0, 8, 40
2024_05_16 - 07:35:33 PM, 0.00, 0.00, 871.89, 0.00, 26.76, 0, 8, 40
2024_05_16 - 07:35:36 PM, 0.00, 0.00, 871.89, 0.00, 26.76, 0, 8, 40
2024_05_16 - 07:35:40 PM, 0.00, 0.00, 871.89, 0.00, 26.76, 0, 8, 40
2024_05_16 - 07:35:41 PM, 0.00, 0.00, 872.01, 0.00, 26.96, 0, 8, 40
2024_05_16 - 07:35:43 PM, 0.00, 0.00, 872.01, 0.00, 26.96, 0, 8, 40
2024_05_16 - 07:35:51 PM, 0.00, 0.00, 872.01, 0.00, 26.96, 0, 8, 40
2024_05_16 - 07:35:54 PM, 0.00, 0.00, 872.01, 0.00, 26.96, 0, 8, 40
2024_05_16 - 07:35:57 PM, 0.00, 0.00, 872.01, 0.00, 26.96, 0, 8, 40
2024_05_16 - 07:35:58 PM, 0.00, 0.00, 871.99, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:36:00 PM, 0.00, 0.00, 871.99, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:36:09 PM, 0.00, 0.00, 871.99, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:36:12 PM, 0.00, 0.00, 871.99, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:36:15 PM, 0.00, 0.00, 871.99, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:36:16 PM, 0.00, 0.00, 871.95, 0.00, 27.00, 0, 8, 40
2024_05_16 - 07:36:18 PM, 0.00, 0.00, 871.95, 0.00, 27.00, 0, 8, 40
2024_05_16 - 07:36:27 PM, 0.00, 0.00, 871.95, 0.00, 27.00, 0, 8, 40
2024_05_16 - 07:36:30 PM, 0.00, 0.00, 871.95, 0.00, 27.00, 0, 8, 40
2024_05_16 - 07:36:33 PM, 0.00, 0.00, 871.95, 0.00, 27.00, 0, 8, 40
2024_05_16 - 07:36:34 PM, 0.00, 0.00, 872.03, 0.00, 27.00, 4, 12, 44
2024_05_16 - 07:36:36 PM, 0.00, 0.00, 872.03, 0.00, 27.00, 4, 12, 44
2024_05_16 - 07:36:45 PM, 0.00, 0.00, 872.03, 0.00, 27.00, 4, 12, 44
2024_05_16 - 07:36:48 PM, 0.00, 0.00, 872.03, 0.00, 27.00, 4, 12, 44
2024_05_16 - 07:36:51 PM, 0.00, 0.00, 872.03, 0.00, 27.00, 4, 12, 44
2024_05_16 - 07:36:52 PM, 0.00, 0.00, 872.00, 0.00, 27.03, 0, 8, 40
2024_05_16 - 07:36:54 PM, 0.00, 0.00, 872.00, 0.00, 27.03, 0, 8, 40
2024_05_16 - 07:37:03 PM, 0.00, 0.00, 872.00, 0.00, 27.03, 0, 8, 40
2024_05_16 - 07:37:06 PM, 0.00, 0.00, 872.00, 0.00, 27.03, 0, 8, 40
2024_05_16 - 07:37:09 PM, 0.00, 0.00, 872.00, 0.00, 27.03, 0, 8, 40
2024_05_16 - 07:37:10 PM, 0.00, 0.00, 871.98, 0.00, 27.12, 0, 10, 40
2024_05_16 - 07:37:12 PM, 0.00, 0.00, 871.98, 0.00, 27.12, 0, 10, 40
2024_05_16 - 07:37:20 PM, 0.00, 0.00, 871.98, 0.00, 27.12, 0, 10, 40
2024_05_16 - 07:37:24 PM, 0.00, 0.00, 871.98, 0.00, 27.12, 0, 10, 40
2024_05_16 - 07:37:27 PM, 0.00, 0.00, 871.98, 0.00, 27.12, 0, 10, 40
2024_05_16 - 07:37:28 PM, 0.00, 0.00, 871.97, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:37:30 PM, 0.00, 0.00, 871.97, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:37:38 PM, 0.00, 0.00, 871.97, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:37:41 PM, 0.00, 0.00, 871.97, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:37:45 PM, 0.00, 0.00, 871.97, 0.00, 27.01, 0, 8, 40
2024_05_16 - 07:37:46 PM, 0.00, 0.00, 871.72, 0.00, 27.10, 0, 10, 40
2024_05_16 - 07:37:48 PM, 0.00, 0.00, 871.72, 0.00, 27.10, 0, 10, 40
2024_05_16 - 07:37:56 PM, 0.00, 0.00, 871.72, 0.00, 27.10, 0, 10, 40
2024_05_16 - 07:37:59 PM, 0.00, 0.00, 871.72, 0.00, 27.10, 0, 10, 40
2024_05_16 - 07:38:02 PM, 0.00, 0.00, 871.72, 0.00, 27.10, 0, 10, 40
2024_05_16 - 07:38:03 PM, 0.00, 0.00, 871.65, 0.00, 27.10, 2, 10, 42
2024_05_16 - 07:38:05 PM, 0.00, 0.00, 871.65, 0.00, 27.10, 2, 10, 42
2024_05_16 - 07:38:14 PM, 0.00, 0.00, 871.65, 0.00, 27.10, 2, 10, 42
2024_05_16 - 07:38:17 PM, 0.00, 0.00, 871.65, 0.00, 27.10, 2, 10, 42
2024_05_16 - 07:38:20 PM, 0.00, 0.00, 871.65, 0.00, 27.10, 2, 10, 42
2024_05_16 - 07:38:21 PM, 0.00, 0.00, 871.77, 0.00, 27.17, 0, 8, 40
2024_05_16 - 07:38:23 PM, 0.00, 0.00, 871.77, 0.00, 27.17, 0, 8, 40
2024_05_16 - 07:38:32 PM, 0.00, 0.00, 871.77, 0.00, 27.17, 0, 8, 40
2024_05_16 - 07:38:35 PM, 0.00, 0.00, 871.77, 0.00, 27.17, 0, 8, 40
2024_05_16 - 07:38:38 PM, 0.00, 0.00, 871.77, 0.00, 27.17, 0, 8, 40
2024_05_16 - 07:38:39 PM, 0.00, 0.00, 871.88, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:38:41 PM, 0.00, 0.00, 871.88, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:38:50 PM, 0.00, 0.00, 871.88, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:38:53 PM, 0.00, 0.00, 871.88, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:38:56 PM, 0.00, 0.00, 871.88, 0.00, 27.07, 0, 8, 40
2024_05_16 - 07:38:57 PM, 0.00, 0.00, 871.89, 0.00, 27.15, 4, 12, 44
2024_05_16 - 07:38:59 PM, 0.00, 0.00, 871.89, 0.00, 27.15, 4, 12, 44
2024_05_16 - 07:39:08 PM, 0.00, 0.00, 871.89, 0.00, 27.15, 4, 12, 44
2024_05_16 - 07:39:11 PM, 0.00, 0.00, 871.89, 0.00, 27.15, 4, 12, 44
2024_05_16 - 07:39:14 PM, 0.00, 0.00, 871.89, 0.00, 27.15, 4, 12, 44
2024_05_16 - 07:39:15 PM, 0.00, 0.00, 871.88, 0.00, 27.08, 4, 14, 44
2024_05_16 - 07:39:17 PM, 0.00, 0.00, 871.88, 0.00, 27.08, 4, 14, 44
2024_05_16 - 07:39:25 PM, 0.00, 0.00, 871.88, 0.00, 27.08, 4, 14, 44
2024_05_16 - 07:39:29 PM, 0.00, 0.00, 871.88, 0.00, 27.08, 4, 14, 44
2024_05_16 - 07:39:32 PM, 0.00, 0.00, 871.88, 0.00, 27.08, 4, 14, 44
2024_05_16 - 07:39:33 PM, 0.00, 0.00, 871.95, 0.00, 27.14, 0, 8, 40
2024_05_16 - 07:39:35 PM, 0.00, 0.00, 871.95, 0.00, 27.14, 0, 8, 40
2024_05_16 - 07:39:43 PM, 0.00, 0.00, 871.95, 0.00, 27.14, 0, 8, 40
2024_05_16 - 07:39:46 PM, 0.00, 0.00, 871.95, 0.00, 27.14, 0, 8, 40
2024_05_16 - 07:39:50 PM, 0.00, 0.00, 871.95, 0.00, 27.14, 0, 8, 40
2024_05_16 - 07:39:51 PM, 0.00, 0.00, 871.92, 0.00, 27.22, 2, 12, 42
2024_05_16 - 07:39:53 PM, 0.00, 0.00, 871.92, 0.00, 27.22, 2, 12, 42
2024_05_16 - 07:40:01 PM, 0.00, 0.00, 871.92, 0.00, 27.22, 2, 12, 42
2024_05_16 - 07:40:04 PM, 0.00, 0.00, 871.92, 0.00, 27.22, 2, 12, 42
2024_05_16 - 07:40:07 PM, 0.00, 0.00, 871.92, 0.00, 27.22, 2, 12, 42
2024_05_16 - 07:40:08 PM, 0.00, 0.00, 871.97, 0.00, 27.07, 0, 22, 52
2024_05_16 - 07:40:10 PM, 0.00, 0.00, 871.97, 0.00, 27.07, 0, 22, 52
2024_05_16 - 07:40:19 PM, 0.00, 0.00, 871.97, 0.00, 27.07, 0, 22, 52
2024_05_16 - 07:40:22 PM, 0.00, 0.00, 871.97, 0.00, 27.07, 0, 22, 52
2024_05_16 - 07:40:25 PM, 0.00, 0.00, 871.97, 0.00, 27.07, 0, 22, 52
2024_05_16 - 07:40:26 PM, 0.00, 0.00, 871.93, 0.00, 27.19, 14, 24, 56
2024_05_16 - 07:40:28 PM, 0.00, 0.00, 871.93, 0.00, 27.19, 14, 24, 56
2024_05_16 - 07:40:37 PM, 0.00, 0.00, 871.93, 0.00, 27.19, 14, 24, 56
2024_05_16 - 07:40:40 PM, 0.00, 0.00, 871.93, 0.00, 27.19, 14, 24, 56
2024_05_16 - 07:40:43 PM, 0.00, 0.00, 871.93, 0.00, 27.19, 14, 24, 56
2024_05_16 - 07:40:44 PM, 0.00, 0.00, 871.87, 0.00, 27.26, 0, 10, 40
2024_05_16 - 07:40:46 PM, 0.00, 0.00, 871.87, 0.00, 27.26, 0, 10, 40
2024_05_16 - 07:40:55 PM, 0.00, 0.00, 871.87, 0.00, 27.26, 0, 10, 40
2024_05_16 - 07:40:58 PM, 0.00, 0.00, 871.87, 0.00, 27.26, 0, 10, 40
2024_05_16 - 07:41:01 PM, 0.00, 0.00, 871.87, 0.00, 27.26, 0, 10, 40
2024_05_16 - 07:41:02 PM, 0.00, 0.00, 871.85, 0.00, 27.12, 8, 18, 48
2024_05_16 - 07:41:04 PM, 0.00, 0.00, 871.85, 0.00, 27.12, 8, 18, 48
2024_05_16 - 07:41:13 PM, 0.00, 0.00, 871.85, 0.00, 27.12, 8, 18, 48
2024_05_16 - 07:41:16 PM, 0.00, 0.00, 871.85, 0.00, 27.12, 8, 18, 48
2024_05_16 - 07:41:19 PM, 0.00, 0.00, 871.85, 0.00, 27.12, 8, 18, 48
2024_05_16 - 07:41:20 PM, 0.00, 0.00, 871.84, 0.00, 26.91, 8, 16, 48
2024_05_16 - 07:41:22 PM, 0.00, 0.00, 871.84, 0.00, 26.91, 8, 16, 48
2024_05_16 - 07:41:30 PM, 0.00, 0.00, 871.84, 0.00, 26.91, 8, 16, 48
2024_05_16 - 07:41:34 PM, 0.00, 0.00, 871.84, 0.00, 26.91, 8, 16, 48
2024_05_16 - 07:41:37 PM, 0.00, 0.00, 871.84, 0.00, 26.91, 8, 16, 48
2024_05_16 - 07:41:38 PM, 0.00, 0.00, 871.86, 0.00, 26.95, 0, 8, 40
2024_05_16 - 07:41:40 PM, 0.00, 0.00, 871.86, 0.00, 26.95, 0, 8, 40
2024_05_16 - 07:41:48 PM, 0.00, 0.00, 871.86, 0.00, 26.95, 0, 8, 40
2024_05_16 - 07:41:51 PM, 0.00, 0.00, 871.86, 0.00, 26.95, 0, 8, 40
2024_05_16 - 07:41:55 PM, 0.00, 0.00, 871.86, 0.00, 26.95, 0, 8, 40
2024_05_16 - 07:41:56 PM, 0.00, 0.00, 871.83, 0.00, 26.96, 4, 16, 46
2024_05_16 - 07:41:58 PM, 0.00, 0.00, 871.83, 0.00, 26.96, 4, 16, 46
2024_05_16 - 07:42:06 PM, 0.00, 0.00, 871.83, 0.00, 26.96, 4, 16, 46
2024_05_16 - 07:42:09 PM, 0.00, 0.00, 871.83, 0.00, 26.96, 4, 16, 46
2024_05_16 - 07:42:12 PM, 0.00, 0.00, 871.83, 0.00, 26.96, 4, 16, 46
2024_05_16 - 07:42:13 PM, 0.00, 0.00, 871.92, 0.00, 26.81, 0, 8, 52
2024_05_16 - 07:42:15 PM, 0.00, 0.00, 871.92, 0.00, 26.81, 0, 8, 52
2024_05_16 - 07:42:24 PM, 0.00, 0.00, 871.92, 0.00, 26.81, 0, 8, 52
2024_05_16 - 07:42:27 PM, 0.00, 0.00, 871.92, 0.00, 26.81, 0, 8, 52
2024_05_16 - 07:42:30 PM, 0.00, 0.00, 871.92, 0.00, 26.81, 0, 8, 52
2024_05_16 - 07:42:31 PM, 0.00, 0.00, 871.91, 0.00, 26.88, 4, 20, 52
2024_05_16 - 07:42:33 PM, 0.00, 0.00, 871.91, 0.00, 26.88, 4, 20, 52
2024_05_16 - 07:42:42 PM, 0.00, 0.00, 871.91, 0.00, 26.88, 4, 20, 52
2024_05_16 - 07:42:45 PM, 0.00, 0.00, 871.91, 0.00, 26.88, 4, 20, 52
2024_05_16 - 07:42:48 PM, 0.00, 0.00, 871.91, 0.00, 26.88, 4, 20, 52
2024_05_16 - 07:42:49 PM, 0.00, 0.00, 871.94, 0.00, 26.83, 2, 14, 46
2024_05_16 - 07:42:51 PM, 0.00, 0.00, 871.94, 0.00, 26.83, 2, 14, 46
2024_05_16 - 07:43:00 PM, 0.00, 0.00, 871.94, 0.00, 26.83, 2, 14, 46
2024_05_16 - 07:43:03 PM, 0.00, 0.00, 871.94, 0.00, 26.83, 2, 14, 46
2024_05_16 - 07:43:06 PM, 0.00, 0.00, 871.94, 0.00, 26.83, 2, 14, 46
2024_05_16 - 07:43:07 PM, 0.00, 0.00, 871.93, 0.00, 26.73, 0, 10, 40
2024_05_16 - 07:43:09 PM, 0.00, 0.00, 871.93, 0.00, 26.73, 0, 10, 40
2024_05_16 - 07:43:18 PM, 0.00, 0.00, 871.93, 0.00, 26.73, 0, 10, 40
2024_05_16 - 07:43:21 PM, 0.00, 0.00, 871.93, 0.00, 26.73, 0, 10, 40
2024_05_16 - 07:43:24 PM, 0.00, 0.00, 871.93, 0.00, 26.73, 0, 10, 40
2024_05_16 - 07:43:25 PM, 0.00, 0.00, 871.93, 0.00, 26.69, 2, 14, 44
