Time,Temp,RH,Pres,VOC,CO2,PM25
2024-07-06T12:13:21,25.7999992,30.5599994,888.609985,1.21000003,582.909973,12
2024-07-06T12:14:21,25.7999992,30.5799999,888.630004,1.19000005,580.900024,12
2024-07-06T12:15:21,25.7800006,30.6700000,888.619995,1.17999994,580.489990,10
2024-07-06T12:16:22,25.8099994,30.5200004,888.619995,1.15999996,580.900024,8
2024-07-06T12:17:22,25.8500003,30.,888.640014,1.12999999,580.469970,10
2024-07-06T12:18:23,25.8099994,30.5900001,888.640014,1.11000001,584.830017,6
2024-07-06T12:19:23,25.8500003,30.,888.630004,1.10000002,586.169982,10
2024-07-06T12:20:24,25.8700008,30.5599994,888.640014,1.14999997,584.169982,6
2024-07-06T12:21:24,25.8199996,30.3899993,888.640014,1.14999997,581.489990,20
2024-07-06T12:22:24,25.9099998,30.4300003,888.619995,1.15999996,581.840026,12
2024-07-06T12:23:25,25.9099998,30.4300003,888.669982,1.13999998,581.840026,8
2024-07-06T12:24:25,25.8400001,30.3500003,888.659973,1.12999999,578.619995,8
2024-07-06T12:25:26,25.8899993,30.3899993,888.700012,1.10000002,575.099975,10
2024-07-06T12:26:26,25.9099998,30.3400001,888.650024,1.12000000,574.450012,8
2024-07-06T12:28:27,25.9599990,30.2199993,888.679992,1.11000001,569.659973,12
2024-07-06T12:29:28,25.9599990,30.2,888.690002,1.12999999,570.950012,12
2024-07-06T12:30:28,26.0200004,30.0300006,888.679992,1.21000003,571.190002,16
2024-07-06T12:31:29,26.0599994,29.7900009,888.700012,1.22000002,565.270019,10
2024-07-06T12:32:29,26.0599994,30.0499992,888.669982,1.23000001,563.849975,10
2024-07-06T12:33:29,25.9899997,30.0599994,888.690002,1.2,561.71002,8
2024-07-06T12:34:30,25.9899997,30.0599994,888.690002,1.37000000,561.71002,12
2024-07-06T12:35:30,26.0300006,30.1000003,888.669982,1.46000003,567.390014,10
2024-07-06T12:36:31,26.0799999,30.0499992,888.650024,1.58000004,566.880004,10
2024-07-06T12:37:31,26.1000003,29.9699993,888.659973,1.62999999,562.669982,8
2024-07-06T12:38:32,26.1000003,29.9200000,888.669982,1.67999994,563.450012,8
2024-07-06T12:39:32,26.1200008,29.8700008,888.669982,1.83000004,560.989990,6
2024-07-06T12:40:32,26.1499996,29.9799995,888.640014,1.98000001,561.349975,8
2024-07-06T12:41:33,26.0300006,30.1499996,888.590026,2.04999995,889.010009,10
2024-07-06T12:42:33,26.0900001,30.0400009,888.669982,2.08999991,849.530029,12
2024-07-06T12:43:34,26.0900001,30.0400009,888.690002,2.13000011,849.530029,12
2024-07-06T12:44:34,26.0900001,30.0400009,888.669982,2.20000004,849.530029,4
2024-07-06T12:45:35,25.7199993,30.5400009,888.669982,2.23000001,736.030029,8
2024-07-06T12:46:35,2,30.2299995,888.679992,2.2400000,659.690002,8
2024-07-06T12:47:35,26.0499992,30.2600002,888.679992,2.21000003,590.830017,6
2024-07-06T12:48:36,26.0799999,30.1200008,888.679992,2.34999990,575.700012,6
2024-07-06T12:49:36,26.1499996,29.7299995,888.669982,2.41000008,577.700012,8
2024-07-06T12:50:37,26.1700000,29.6000003,888.690002,2.45000004,568.28997,10
2024-07-06T12:51:37,26.2600002,29.4699993,888.659973,2.47000002,554.2,8
2024-07-06T12:52:37,26.2900009,29.3199996,888.669982,2.40000009,557.409973,8
2024-07-06T12:53:38,26.2700004,29.3600006,888.650024,2.39000010,565.570007,10
2024-07-06T12:54:38,26.3199996,29.2299995,888.630004,2.36999988,561.049987,10
2024-07-06T12:55:39,26.3199996,29.2299995,888.609985,2.40000009,561.049987,10
2024-07-06T12:56:39,26.3299999,29.2099990,888.630004,2.32999992,504.609985,10
2024-07-06T12:57:40,26.2600002,29.2900009,888.619995,2.35999989,466.950012,20
2024-07-06T12:58:40,26.1499996,29.5499992,888.619995,2.34999990,426.049987,8
2024-07-06T12:59:41,26.2600002,29.3700008,888.640014,2.33999991,501.390014,8
2024-07-06T13:00:41,26.2700004,29.2600002,888.640014,2.34999990,599.369995,6
2024-07-06T13:01:41,26.2700004,29.2399997,888.609985,2.30999994,550.989990,8
2024-07-06T13:02:42,26.2900009,29.1800003,888.590026,2.33999991,579.409973,14
2024-07-06T13:03:42,26.3299999,28.9599990,888.599975,2.30999994,578.070007,10
2024-07-06T13:04:43,26.3199996,29.1200008,888.619995,2.31999993,570.7,8
2024-07-06T13:05:43,26.2900009,29.1499996,888.619995,2.26999998,572.330017,8
2024-07-06T13:06:44,26.2900009,29.1499996,888.609985,2.33999991,572.330017,6
2024-07-06T13:07:44,26.2600002,29.2199993,888.599975,2.31999993,575.520019,10
2024-07-06T13:08:45,26.2199993,29.4099998,888.609985,2.33999991,576.78997,10
2024-07-06T13:09:45,26.2000007,29.4599990,888.599975,2.36999988,577.200012,6
2024-07-06T13:10:46,26.2,29.4500007,888.609985,2.39000010,571.650024,10
2024-07-06T13:11:46,26.2999992,29.5699996,888.619995,2.32999992,569.159973,8
2024-07-06T13:12:46,26.2299995,29.7800006,888.590026,2.40000009,568.159973,10
2024-07-06T13:13:47,26.3199996,29.6200008,888.619995,2.43000006,563.760009,8
2024-07-06T13:14:47,26.2999992,29.6900005,888.630004,2.43000006,562.080017,18
2024-07-06T13:15:48,26.2999992,29.6900005,888.619995,2.45000004,562.080017,10
2024-07-06T13:16:48,26.2999992,29.6900005,888.609985,2.26999998,562.080017,10
2024-07-06T13:17:49,25.7700004,30.8999996,888.630004,2.26999998,542.03997,10
2024-07-06T13:18:49,26.0300006,30.4699993,888.599975,2.28999996,545.469970,12
2024-07-06T13:19:49,26.1900005,30.1800003,888.619995,2.29999995,551.520019,10
2024-07-06T13:20:50,26.0900001,30.3999996,888.630004,2.29999995,556.469970,10
2024-07-06T13:21:50,26.1700000,29.9200000,888.609985,2.26999998,554.570007,8
2024-07-06T13:22:51,26.2199993,29.6800003,888.640014,2.19000005,555.159973,6
2024-07-06T13:23:51,26.2299995,29.6900005,888.650024,2.23000001,556.030029,8
2024-07-06T13:24:52,26.2000007,29.9899997,888.640014,2.23000001,558.909973,10
2024-07-06T13:25:52,26.0599994,30.4899997,888.630004,2.07999992,561.030029,14
2024-07-06T13:26:52,26.1299991,29.9799995,888.590026,2.02999997,564.150024,12
2024-07-06T13:28:53,26.2199993,30.0100002,888.599975,2.13000011,564.570007,6
2024-07-06T13:29:54,26.2299995,30.2700004,888.590026,2.13000011,568.349975,8
2024-07-06T13:30:54,26.2199993,29.8700008,888.599975,2.08999991,568.770019,16
2024-07-06T13:31:54,26.1700000,30.0599994,888.609985,2.15000009,570.7,12
2024-07-06T13:32:55,26.1700000,30.0200004,888.580017,2.09999990,568.630004,10
2024-07-06T13:33:55,26.1499996,29.7299995,888.580017,2.11999988,568.669982,8
2024-07-06T13:34:56,26.2,29.3600006,888.619995,2.11999988,569.809997,14
2024-07-06T13:35:56,26.2700004,29.3700008,888.630004,2.13000011,571.239990,12
2024-07-06T13:36:57,26.2700004,29.3199996,888.640014,2.02999997,567.830017,8
2024-07-06T13:37:57,26.2600002,29.1900005,888.650024,2.02999997,561.109985,12
2024-07-06T13:38:57,26.2600002,29.1900005,888.659973,2.01999998,561.109985,8
2024-07-06T13:39:58,26.2299995,29.2299995,888.659973,1.87000000,561.109985,10
2024-07-06T13:40:58,26.1700000,28.8899993,888.650024,1.86000001,1211.2399,6
2024-07-06T13:41:59,26.2199993,29.1800003,888.640014,1.79999995,1035.21997,8
2024-07-06T13:42:59,26.2700004,29.0499992,888.630004,1.87999999,763.059997,8
2024-07-06T13:44:00,26.2600002,29.1900005,888.619995,1.97000002,595.390014,8
2024-07-06T13:45:00,26.2700004,29.2199993,888.619995,2.10999989,589.140014,6
2024-07-06T13:46:01,25.8799991,30.2000007,888.619995,2.2599999,452.369995,8
2024-07-06T13:47:01,25.9799995,30.1800003,888.609985,2.39000010,517.770019,14
2024-07-06T13:48:02,25.6800003,30.6900005,888.640014,2.65000009,433.799987,6
2024-07-06T13:49:02,25.6800003,30.6900005,888.590026,2.7,433.799987,16
2024-07-06T13:50:02,25.7099990,30.8400001,888.599975,2.86999988,3025.31005,8
2024-07-06T13:51:03,25.7700004,3,888.619995,2.94000005,987.260009,8
2024-07-06T13:52:03,25.6399993,30.7900009,888.659973,2.93000006,578.140014,12
2024-07-06T13:53:04,25.4799995,31.0200004,888.659973,,377.760009,10
2024-07-06T15:23:43,26.5799999,28.8999996,888.650024,0.69999998,602.260009,10
2024-07-06T15:24:43,26.5799999,28.8999996,888.71002,0.69999998,602.260009,12
2024-07-06T15:25:44,26.5400009,29.3099994,888.690002,0.68000000,609.2,8
2024-07-06T15:26:44,26.4799995,29.2299995,888.679992,0.66000002,614.21002,8
2024-07-06T15:27:44,26.4400005,29.1800003,888.690002,0.63999998,607.090026,8
2024-07-06T15:29:45,26.,29.0499992,888.690002,0.58999997,596.650024,10
2024-07-06T15:30:46,26.5699996,29.1000003,888.690002,0.55000001,598.719970,18
2024-07-06T15:31:46,26.5100002,28.8999996,888.690002,0.54000002,595.299987,10
2024-07-06T15:32:47,26.4599990,28.9500007,888.739990,0.5099999,590.739990,12
2024-07-06T15:33:47,26.5200004,28.9599990,888.729980,0.,583.859985,6
2024-07-06T15:34:47,26.5799999,28.7399997,888.679992,0.,587.109985,16
2024-07-06T15:35:48,26.5799999,28.7399997,888.760009,0.,587.109985,10
2024-07-06T15:36:48,26.6000003,28.6900005,888.729980,0.,593.739990,8
2024-07-06T15:37:49,26.4799995,28.7999992,888.659973,0.,592.119995,10
2024-07-06T15:38:49,26.6100006,28.1200008,888.650024,0.4900000,600.760009,8
2024-07-06T15:39:49,26.4699993,28.6900005,888.679992,0.,593.489990,10
2024-07-06T15:40:50,26.3400001,28.7,888.679992,0.,1370.5100,10
2024-07-06T15:41:50,26.1499996,29.3099994,888.690002,0.5099999,865.590026,4
2024-07-06T15:42:51,25.9899997,29.5300006,888.700012,0.5099999,475.260009,8
2024-07-06T15:43:51,25.8799991,29.7399997,888.700012,0.5099999,416.640014,14
2024-07-06T15:44:52,25.8400001,29.8600006,888.700012,0.5099999,353.100006,8
2024-07-06T15:45:52,25.7700004,29.9899997,888.719970,0.,324.489990,14
2024-07-06T15:46:52,25.7700004,29.9899997,888.770019,0.5099999,324.489990,10
2024-07-06T15:47:53,25.9799995,29.4599990,888.739990,0.,292.279998,14
2024-07-06T15:48:53,26.0900001,29.5900001,888.78997,0.5099999,309.179992,6
2024-07-06T15:49:54,26.1900005,29.4500007,888.760009,0.5099999,397.470001,6
2024-07-06T15:50:54,26.1900005,29.3799991,888.770019,0.5099999,488.640014,10
2024-07-06T15:51:55,26.3400001,28.6200008,888.700012,0.4900000,586.119995,14
2024-07-06T15:52:55,26.1000003,29.4300003,888.760009,0.,483.459991,12
2024-07-06T15:53:55,26.3400001,29.,888.770019,0.5099999,627.049987,10
2024-07-06T15:54:56,26.4400005,28.5300006,888.729980,0.5099999,616.140014,12
2024-07-06T15:55:56,26.4400005,28.5300006,888.619995,0.5099999,616.140014,8
2024-07-06T15:56:57,26.4400005,28.5300006,888.619995,0.,616.140014,10
2024-07-06T15:57:57,26.1200008,31.0100002,888.650024,0.,527.799987,12
2024-07-06T15:58:58,26.1900005,30.6900005,888.679992,0.51999998,2730.2299,12
2024-07-06T15:59:58,26.2600002,30.3799991,888.650024,0.51999998,891.849975,18
2024-07-06T16:00:59,26.4300003,29.1499996,888.630004,0.4900000,640.880004,8
2024-07-06T16:01:59,26.4300003,29.5300006,888.669982,0.52999997,58,10
2024-07-06T16:02:59,26.4799995,29.2000007,888.679992,0.51999998,621.299987,10
2024-07-06T16:04:00,26.4699993,28.7600002,888.640014,0.52999997,628.909973,12
2024-07-06T16:05:00,26.4799995,29.3500003,888.659973,0.52999997,645.099975,10
2024-07-06T16:06:01,26.2,2,888.669982,0.54000002,632.650024,14
2024-07-06T16:07:01,26.0900001,29.1399993,888.690002,0.54000002,616.150024,12
2024-07-06T16:08:02,26.0900001,29.1399993,888.690002,0.51999998,616.150024,12
2024-07-06T16:09:02,26.1499996,29.3099994,888.729980,0.54000002,613.159973,16
2024-07-06T16:10:03,26.0900001,29.3199996,888.690002,0.56000000,604.260009,8
2024-07-06T16:11:03,26.0599994,29.4500007,888.739990,0.56000000,600.690002,8
2024-07-06T16:12:04,26.2299995,29.6900005,888.729980,0.56999999,609.270019,10
2024-07-06T16:13:04,26.1499996,29.2700004,888.739990,0.58999997,1099.2399,8
2024-07-06T16:14:04,26.2999992,29.4799995,888.7,0.62000000,984.030029,8
2024-07-06T16:15:05,26.3700008,29.2600002,888.7,0.62999999,808.150024,8
2024-07-06T16:16:05,26.3199996,29.3199996,888.770019,0.64999997,661.010009,6
2024-07-06T16:17:06,26.3700008,29.4099998,888.760009,0.68000000,638.229980,12
2024-07-06T16:18:06,26.0599994,29.2900009,888.780029,0.68999999,2416.89990,12
2024-07-06T16:19:07,26.0599994,29.2900009,888.760009,0.67000001,2416.89990,8
2024-07-06T16:20:07,26.1299991,29.4599990,888.780029,0.68000000,1123.67004,6
2024-07-06T16:21:07,26.2900009,29.9500007,888.760009,0.68999999,744.479980,10
2024-07-06T16:22:08,26.3400001,29.,888.760009,0.73000001,625.619995,8
2024-07-06T16:23:08,26.2999992,29.2000007,888.739990,0.72000002,599.219970,12
2024-07-06T16:24:09,26.1700000,29.1499996,888.760009,0.70999997,607.109985,10
2024-07-06T16:25:09,25.9899997,29.5799999,888.780029,0.70999997,2311.56005,8
2024-07-06T16:26:09,25.7700004,29.7999992,888.7,0.69999998,1146.88000,6
2024-07-06T16:27:10,25.7099990,30.3400001,888.760009,0.73000001,554.020019,10
2024-07-06T16:28:10,25.9200000,29.8799991,888.760009,0.72000002,591.929992,6
2024-07-06T16:30:11,25.9500007,29.5799999,888.760009,0.70999997,581.03997,8
2024-07-06T16:31:12,26.0799999,30.2299995,888.78997,0.72000002,614.320007,8
2024-07-06T16:32:12,25.8700008,29.6599998,888.780029,0.69999998,484.529998,8
2024-07-06T16:33:13,25.8899993,30.4500007,888.760009,0.72000002,547.510009,8
2024-07-06T16:34:13,2,30.3199996,888.799987,0.7,649.299987,8
2024-07-06T16:35:13,26.1499996,30.4699993,888.830017,0.79000002,674.510009,8
2024-07-06T17:41:42,26.1499996,30.3199996,888.869995,1.46000003,587.590026,8
2024-07-06T17:42:42,26.0499992,30.3500003,888.869995,1.46000003,583.530029,10
2024-07-06T17:43:43,26.1499996,30.4400005,888.900024,1.40999996,591.190002,10
2024-07-06T17:44:43,26.1499996,30.4400005,888.880004,1.36000001,591.190002,12
2024-07-06T17:45:44,2,30.4799995,888.849975,1.30999994,591.2,8
2024-07-06T17:46:44,26.2199993,30.9099998,888.859985,1.2599999,594.950012,10
2024-07-06T17:47:44,26.2600002,31.0400009,888.940002,1.22000002,609.909973,10
2024-07-06T17:48:45,26.1200008,30.4400005,888.890014,1.15999996,597.840026,10
2024-07-06T17:49:45,26.2000007,30.4200000,888.880004,1.15999996,602.830017,10
2024-07-06T17:50:46,26.3299999,30.7,888.880004,1.16999995,611.359985,6
2024-07-06T17:51:46,26.2299995,30.8299999,888.880004,1.12999999,624.940002,8
2024-07-06T17:52:47,26.1200008,30.6299991,888.849975,1.11000001,625.700012,14
2024-07-06T17:53:47,26.2700004,30.3999996,888.940002,1.02999997,623.440002,10
2024-07-06T17:54:48,26.3899993,30.4899997,888.969970,0.93999999,609.690002,12
2024-07-06T17:55:48,26.3899993,30.4899997,888.909973,0.87999999,609.690002,10
2024-07-06T17:56:48,26.4300003,30.4699993,888.929992,0.87999999,609.320007,12
2024-07-06T17:57:49,26.4099998,30.5599994,88,0.85000002,607.03997,8
2024-07-06T17:58:49,26.5100002,29.9699993,888.979980,0.79000002,607.78997,12
2024-07-06T17:59:50,26.5799999,30.0699996,889.020019,0.76999998,610.179992,12
2024-07-06T18:00:50,26.5499992,30.0799999,888.989990,0.7400000,609.530029,8
2024-07-06T18:01:51,26.6000003,29.7700004,888.96002,0.70999997,608.479980,10
2024-07-06T18:02:51,26.6000003,30.2900009,888.909973,0.72000002,611.909973,12
2024-07-06T18:03:51,26.5499992,30.1200008,888.909973,0.70999997,611.559997,10
2024-07-06T18:04:52,26.2900009,30.0900001,888.919982,0.68999999,604.030029,8
2024-07-06T18:05:52,26.2900009,30.0900001,888.919982,0.67000001,604.030029,16
2024-07-06T18:06:53,26.2600002,30.1900005,888.950012,0.64999997,594.320007,10
2024-07-06T18:07:53,26.2600002,30.4599990,888.950012,0.63999998,598.179992,8
2024-07-06T18:08:54,26.1900005,30.5300006,888.96002,0.68999999,595.690002,12
2024-07-06T18:09:54,26.3600006,30.4200000,888.940002,0.79000002,602.159973,12
2024-07-06T18:10:54,26.3600006,30.7199993,888.940002,0.7599999,604.549987,10
2024-07-06T18:11:55,26.4599990,30.7000007,888.950012,0.81000000,609.880004,12
2024-07-06T18:12:55,26.3400001,30.4699993,888.940002,0.82999998,610.549987,14
2024-07-06T18:13:56,26.5200004,30.4799995,888.929992,0.86000001,615.030029,12
2024-07-06T18:14:56,26.5699996,29.7399997,888.929992,0.82999998,609.150024,10
2024-07-06T18:15:56,26.6000003,30.0499992,888.909973,0.7,606.830017,10
2024-07-06T18:16:57,26.6000003,30.0499992,888.929992,0.7,606.830017,8
2024-07-06T18:17:57,26.3999996,29.9799995,888.940002,0.77999997,596.400024,8
2024-07-06T18:18:58,26.2900009,30.2600002,888.919982,0.80000001,592.950012,14
2024-07-06T18:19:58,26.4699993,30.1499996,888.900024,0.7,585.989990,8
2024-07-06T18:20:59,26.4400005,30.1800003,888.869995,0.77999997,591.080017,12
2024-07-06T18:21:59,26.4799995,30.2399997,888.900024,0.63999998,588.059997,6
2024-07-06T18:22:59,26.4799995,30.3099994,888.929992,0.64999997,588.239990,10
2024-07-06T18:24:00,26.5200004,30.3600006,888.880004,0.62999999,586.989990,12
2024-07-06T18:25:00,26.5200004,30.2700004,888.890014,0.63999998,585.869995,14
2024-07-06T18:26:01,26.5400009,30.5100002,888.909973,0.66000002,583.830017,12
2024-07-06T18:27:01,26.5400009,30.7299995,888.900024,0.66000002,580.940002,10
2024-07-06T18:28:02,26.5400009,30.7299995,888.900024,0.63999998,580.940002,10
2024-07-06T18:29:02,26.5200004,30.4599990,888.919982,0.64999997,583.179992,12
2024-07-06T18:31:03,26.4799995,30.4400005,888.940002,0.64999997,579.46002,12
2024-07-06T18:32:03,26.4699993,3,888.940002,0.61000001,585.169982,12
2024-07-06T18:33:04,26.4300003,30.1800003,888.940002,0.56999999,592.479980,10
2024-07-06T18:34:04,26.5200004,30.9200000,888.919982,0.56999999,600.369995,8
2024-07-06T18:35:05,26.4599990,30.5900001,888.929992,0.56999999,597.580017,8
2024-07-06T18:36:05,26.3999996,30.5100002,888.929992,0.60000002,590.479980,8
2024-07-06T18:37:06,26.4099998,30.6700000,888.96002,0.61000001,585.419982,8
2024-07-06T18:38:06,26.4099998,30.6700000,888.969970,0.62000000,585.419982,8
2024-07-06T18:39:06,26.3899993,30.6800003,888.950012,0.62999999,579.369995,12
2024-07-06T18:40:07,26.3899993,30.3600006,888.989990,0.57999998,582.400024,10
2024-07-06T18:41:07,26.4599990,30.8500003,888.96002,0.55000001,586.929992,8
2024-07-06T18:42:08,26.4699993,30.9300003,888.950012,0.51999998,595.469970,12
2024-07-06T18:43:08,26.5200004,30.6100006,888.979980,0.52999997,59,12
2024-07-06T18:44:09,26.5699996,31.0100002,888.979980,0.56000000,603.739990,8
2024-07-06T18:45:09,26.4300003,30.9300003,888.989990,0.56999999,602.53997,8
2024-07-06T18:46:09,26.5400009,31.0300006,888.96002,0.57999998,603.219970,10
2024-07-06T18:47:10,26.5200004,30.8099994,888.979980,0.60000002,603.330017,8
2024-07-06T18:48:10,26.3199996,31.3099994,888.979980,0.66000002,605.299987,10
2024-07-06T18:49:11,26.3199996,31.3099994,888.979980,0.70999997,605.299987,12
2024-07-06T18:50:11,26.3299999,31.2199993,888.96002,0.63999998,611.090026,22
2024-07-06T18:51:12,26.4599990,30.6700000,888.979980,0.62999999,605.400024,18
2024-07-06T18:52:12,26.5100002,30.8199996,888.969970,0.62999999,586.719970,8
2024-07-06T18:53:13,26.5200004,30.8500003,888.96002,0.64999997,574.619995,12
2024-07-06T18:54:13,26.5100002,31.0300006,889.020019,0.67000001,601.690002,8
2024-07-06T18:55:13,26.1700000,31.1599998,88,0.68000000,566.849975,8
2024-07-06T18:56:14,26.1599998,31.1399993,889.030029,0.69999998,565.260009,10
2024-07-06T18:57:14,26.2999992,31.4799995,88,0.67000001,562.929992,6
2024-07-06T18:58:15,26.2999992,31.2399997,889.010009,0.64999997,566.580017,16
2024-07-06T18:59:15,26.2999992,31.2399997,889.030029,0.63999998,566.580017,8
2024-07-06T19:00:16,26.2999992,31.2399997,889.03997,0.62000000,566.580017,10
2024-07-06T19:01:16,26.0499992,31.6700000,889.080017,0.62000000,524.369995,14
2024-07-06T19:02:17,26.2700004,31.1299991,889.059997,0.56999999,536.270019,10
2024-07-06T19:03:17,26.4400005,31.2600002,889.059997,0.58999997,551.650024,8
2024-07-06T19:04:17,26.5100002,30.7999992,889.03997,0.56999999,555.130004,8
2024-07-06T19:05:18,26.5799999,30.8700008,889.03997,0.58999997,567.119995,12
2024-07-06T19:06:18,26.,31.0799999,889.049987,0.57999998,591.,10
2024-07-06T19:07:19,26.5499992,31.3600006,889.070007,0.56000000,604.7,12
2024-07-06T19:08:19,26.5200004,30.8799991,889.090026,0.54000002,594.510009,18
2024-07-06T19:09:20,26.3299999,31.0200004,889.059997,0.56999999,588.28997,12
2024-07-06T19:10:20,26.3299999,31.0200004,889.049987,0.54000002,588.28997,10
2024-07-06T19:11:20,26.,30.8899993,889.010009,0.5099999,572.530029,10
2024-07-06T19:12:21,26.5400009,30.6800003,889.020019,0.5099999,572.590026,10
2024-07-06T19:13:21,26.5699996,30.7099990,889.049987,0.51999998,575.030029,8
2024-07-06T19:14:22,26.2700004,31.0100002,889.109985,0.51999998,576.169982,10
2024-07-06T19:15:22,26.4099998,30.8999996,889.059997,0.,570.669982,18
2024-07-06T19:16:23,26.4799995,3,889.070007,0.5099999,573.299987,8
2024-07-06T19:17:23,26.2000007,31.0900001,889.030029,0.54000002,575.609985,18
2024-07-06T19:18:23,26.4400005,31.0100002,889.03997,0.52999997,578.809997,14
2024-07-06T19:19:24,26.,30.6700000,889.059997,0.,584.979980,8
2024-07-06T19:20:24,26.5100002,31.1499996,889.109985,0.52999997,588.369995,8
2024-07-06T19:21:25,26.5100002,31.1499996,889.090026,0.5099999,588.369995,18
2024-07-06T19:22:25,26.5400009,30.9599990,889.070007,0.5099999,594.28997,8
2024-07-06T19:23:26,26.5799999,30.7,889.049987,0.,598.03997,10
2024-07-06T19:24:26,26.5400009,30.4300003,889.03997,0.,592.799987,12
2024-07-06T19:25:26,26.3600006,30.7399997,889.059997,0.5099999,585.969970,12
2024-07-06T19:26:27,26.4599990,30.9400005,889.049987,0.4900000,576.070007,10
2024-07-06T19:27:27,26.4300003,30.7800006,889.049987,0.5099999,577.96002,8
2024-07-06T19:28:28,26.4400005,30.7299995,889.099975,0.5099999,579.330017,8
2024-07-06T19:29:28,26.4799995,30.8500003,889.080017,0.52999997,579.650024,18
2024-07-06T19:31:29,26.4699993,30.9599990,889.049987,0.54000002,579.090026,8
2024-07-06T19:32:29,26.4699993,30.9599990,889.059997,0.51999998,579.090026,6
2024-07-06T19:33:30,26.5200004,30.4400005,889.059997,0.51999998,576.419982,10
2024-07-06T19:34:30,26.3600006,30.8400001,889.03997,0.52999997,581.309997,14
2024-07-06T19:35:31,26.,31.0200004,889.070007,0.56000000,583.380004,6
2024-07-06T19:36:31,26.3199996,31.0100002,889.080017,0.56000000,588.309997,14
2024-07-06T19:37:32,26.4400005,31.3400001,889.080017,0.51999998,589.359985,8
2024-07-06T19:38:32,26.4599990,30.6800003,889.099975,0.,587.78997,12
