Time,Temp,RH,Pres,CO2,VOC,PM1,PM25,PM10
2024_07_07 - 02:06:23 AM, 25.77, 35.34, 890.00, 663.14, 9.75, 2.00, 10.00, 22.00
2024_07_07 - 02:07:24 AM, 25.78, 35.37, 890.01, 662.07, 9.78, 2.00, 8.00, 18.00
2024_07_07 - 02:08:24 AM, 25.72, 35.46, 890.00, 662.51, 9.80, 2.00, 14.00, 24.00
2024_07_07 - 02:09:25 AM, 25.74, 35.36, 889.98, 663.80, 9.74, 2.00, 8.00, 20.00
2024_07_07 - 02:10:25 AM, 25.74, 35.43, 889.97, 664.57, 9.78, 2.00, 10.00, 20.00
2024_07_07 - 02:11:26 AM, 25.75, 35.32, 889.98, 663.80, 9.96, 2.00, 8.00, 18.00
2024_07_07 - 02:12:26 AM, 25.71, 35.43, 889.96, 664.58, 10.00, 0.00, 10.00, 20.00
2024_07_07 - 02:13:26 AM, 25.78, 35.30, 889.97, 663.71, 10.01, 2.00, 12.00, 22.00
2024_07_07 - 02:14:27 AM, 25.74, 35.39, 889.97, 664.30, 9.77, 2.00, 10.00, 20.00
2024_07_07 - 02:15:27 AM, 25.75, 35.37, 889.95, 664.39, 9.67, 0.00, 10.00, 20.00
2024_07_07 - 02:16:28 AM, 25.75, 35.35, 889.95, 661.44, 9.76, 2.00, 10.00, 22.00
2024_07_07 - 02:17:28 AM, 25.75, 35.35, 889.96, 661.44, 9.75, 2.00, 8.00, 18.00
2024_07_07 - 02:18:29 AM, 25.72, 35.43, 889.97, 661.72, 9.65, 0.00, 8.00, 18.00
2024_07_07 - 02:19:29 AM, 25.71, 35.54, 889.98, 665.05, 9.52, 2.00, 8.00, 20.00
2024_07_07 - 02:20:29 AM, 25.74, 35.46, 889.99, 665.06, 9.60, 2.00, 8.00, 20.00
2024_07_07 - 02:21:30 AM, 25.72, 35.55, 889.96, 665.31, 9.37, 2.00, 8.00, 18.00
2024_07_07 - 02:22:30 AM, 25.74, 35.45, 889.99, 665.11, 9.38, 2.00, 10.00, 20.00
2024_07_07 - 02:23:31 AM, 25.74, 35.40, 889.95, 666.54, 9.60, 2.00, 8.00, 18.00
2024_07_07 - 02:24:31 AM, 25.71, 35.49, 889.97, 664.94, 9.61, 0.00, 10.00, 20.00
2024_07_07 - 02:25:32 AM, 25.72, 35.46, 889.99, 664.79, 9.64, 0.00, 8.00, 18.00
2024_07_07 - 02:26:32 AM, 25.74, 35.43, 889.95, 666.16, 9.64, 2.00, 8.00, 18.00
2024_07_07 - 02:27:33 AM, 25.80, 35.38, 889.96, 664.75, 9.71, 2.00, 12.00, 22.00
2024_07_07 - 02:28:33 AM, 25.80, 35.38, 889.97, 664.75, 9.61, 2.00, 12.00, 22.00
2024_07_07 - 02:29:33 AM, 25.75, 35.47, 889.96, 665.56, 9.58, 2.00, 10.00, 20.00
2024_07_07 - 02:30:34 AM, 25.77, 35.42, 889.97, 665.65, 9.62, 0.00, 10.00, 20.00
2024_07_07 - 02:31:34 AM, 25.75, 35.47, 889.94, 668.20, 9.57, 0.00, 8.00, 18.00
2024_07_07 - 02:32:35 AM, 25.75, 35.42, 889.98, 671.92, 9.70, 4.00, 10.00, 22.00
2024_07_07 - 02:33:39 AM, 25.78, 35.40, 889.96, 668.01, 9.67, 2.00, 8.00, 20.00
2024_07_07 - 02:34:36 AM, 25.77, 35.46, 889.95, 667.38, 9.64, 8.00, 16.00, 26.00
2024_07_07 - 02:35:36 AM, 25.74, 35.53, 889.95, 668.63, 9.56, 6.00, 12.00, 22.00
2024_07_07 - 02:36:36 AM, 25.75, 35.50, 889.93, 665.76, 9.65, 2.00, 12.00, 22.00
2024_07_07 - 02:37:37 AM, 25.75, 35.48, 889.93, 670.12, 9.65, 6.00, 12.00, 22.00
2024_07_07 - 02:38:37 AM, 25.75, 35.48, 889.90, 670.12, 9.50, 2.00, 10.00, 20.00
2024_07_07 - 02:39:38 AM, 25.74, 35.60, 889.92, 670.19, 9.48, 4.00, 14.00, 24.00
2024_07_07 - 02:40:38 AM, 25.78, 35.51, 889.91, 671.55, 9.69, 0.00, 8.00, 18.00
2024_07_07 - 02:41:39 AM, 25.77, 35.47, 889.87, 674.15, 9.55, 4.00, 10.00, 20.00
2024_07_07 - 02:42:39 AM, 25.77, 35.48, 889.88, 674.25, 9.75, 0.00, 14.00, 24.00
2024_07_07 - 02:43:40 AM, 25.74, 35.60, 889.86, 670.28, 9.61, 2.00, 10.00, 20.00
2024_07_07 - 02:44:40 AM, 25.75, 35.58, 889.87, 670.35, 9.72, 2.00, 18.00, 28.00
2024_07_07 - 02:45:40 AM, 25.74, 35.67, 889.88, 673.21, 9.63, 2.00, 10.00, 20.00
2024_07_07 - 02:46:41 AM, 25.74, 35.68, 889.87, 673.45, 9.64, 0.00, 8.00, 18.00
2024_07_07 - 02:47:41 AM, 25.74, 35.60, 889.86, 675.78, 9.72, 2.00, 8.00, 18.00
2024_07_07 - 02:48:42 AM, 25.75, 35.68, 889.87, 676.71, 9.61, 2.00, 10.00, 30.00
2024_07_07 - 02:49:42 AM, 25.75, 35.68, 889.86, 676.71, 9.68, 2.00, 10.00, 22.00
2024_07_07 - 02:50:43 AM, 25.74, 35.72, 889.84, 679.09, 9.73, 2.00, 10.00, 20.00
2024_07_07 - 02:51:43 AM, 25.74, 35.81, 889.83, 678.47, 9.66, 0.00, 10.00, 20.00
2024_07_07 - 02:52:43 AM, 25.72, 35.75, 889.88, 677.86, 9.68, 2.00, 12.00, 22.00
2024_07_07 - 02:53:44 AM, 25.75, 35.74, 889.85, 678.27, 9.57, 2.00, 10.00, 20.00
2024_07_07 - 02:54:44 AM, 25.74, 35.85, 889.84, 676.96, 9.49, 0.00, 10.00, 22.00
2024_07_07 - 02:55:45 AM, 25.77, 35.83, 889.85, 677.46, 9.77, 4.00, 12.00, 22.00
2024_07_07 - 02:56:45 AM, 25.78, 35.79, 889.85, 675.80, 9.73, 0.00, 6.00, 18.00
2024_07_07 - 02:57:46 AM, 25.74, 35.94, 889.82, 675.50, 9.72, 0.00, 6.00, 16.00
2024_07_07 - 02:58:46 AM, 25.78, 35.91, 889.83, 678.16, 9.71, 2.00, 18.00, 28.00
2024_07_07 - 02:59:46 AM, 25.78, 35.91, 889.82, 678.16, 9.61, 2.00, 10.00, 20.00
2024_07_07 - 03:00:47 AM, 25.75, 35.97, 889.79, 680.14, 9.65, 0.00, 6.00, 16.00
2024_07_07 - 03:01:47 AM, 25.77, 36.02, 889.80, 680.28, 9.71, 0.00, 6.00, 16.00
2024_07_07 - 03:02:48 AM, 25.78, 36.06, 889.79, 680.73, 9.56, 2.00, 10.00, 20.00
2024_07_07 - 03:03:48 AM, 25.72, 36.17, 889.77, 677.90, 9.67, 0.00, 8.00, 20.00
2024_07_07 - 03:04:49 AM, 25.80, 36.15, 889.74, 675.11, 9.71, 0.00, 8.00, 18.00
2024_07_07 - 03:05:49 AM, 25.75, 36.27, 889.77, 674.64, 9.89, 2.00, 8.00, 18.00
2024_07_07 - 03:06:49 AM, 25.75, 36.13, 889.78, 676.69, 10.04, 2.00, 8.00, 18.00
2024_07_07 - 03:07:50 AM, 25.80, 36.17, 889.78, 677.48, 9.93, 2.00, 8.00, 18.00
2024_07_07 - 03:08:50 AM, 25.77, 36.19, 889.77, 675.12, 9.91, 2.00, 10.00, 20.00
2024_07_07 - 03:09:51 AM, 25.81, 36.23, 889.77, 674.52, 9.89, 2.00, 10.00, 20.00
2024_07_07 - 03:10:51 AM, 25.81, 36.23, 889.81, 674.52, 9.83, 2.00, 10.00, 20.00
2024_07_07 - 03:11:52 AM, 25.77, 36.36, 889.77, 671.74, 9.70, 2.00, 8.00, 18.00
2024_07_07 - 03:12:52 AM, 25.77, 36.41, 889.78, 675.43, 9.88, 2.00, 8.00, 20.00
2024_07_07 - 03:13:53 AM, 25.78, 36.50, 889.76, 676.72, 9.93, 0.00, 8.00, 18.00
2024_07_07 - 03:14:53 AM, 25.77, 36.50, 889.77, 677.55, 10.06, 0.00, 10.00, 20.00
2024_07_07 - 03:15:53 AM, 25.77, 36.47, 889.81, 681.65, 10.25, 0.00, 10.00, 20.00
2024_07_07 - 03:16:54 AM, 25.78, 36.55, 889.80, 681.17, 10.06, 0.00, 8.00, 18.00
2024_07_07 - 03:17:54 AM, 25.77, 36.54, 889.81, 683.04, 10.12, 0.00, 8.00, 18.00
2024_07_07 - 03:18:55 AM, 25.80, 36.53, 889.85, 683.39, 10.15, 2.00, 8.00, 20.00
2024_07_07 - 03:19:55 AM, 25.75, 36.69, 889.77, 682.72, 10.07, 0.00, 10.00, 20.00
2024_07_07 - 03:20:56 AM, 25.77, 36.59, 889.80, 681.85, 10.26, 2.00, 16.00, 26.00
2024_07_07 - 03:21:56 AM, 25.77, 36.59, 889.80, 681.85, 10.34, 2.00, 12.00, 22.00
2024_07_07 - 03:22:56 AM, 25.74, 36.62, 889.81, 680.19, 10.42, 2.00, 8.00, 20.00
2024_07_07 - 03:23:57 AM, 25.77, 36.61, 889.77, 680.60, 10.45, 2.00, 10.00, 20.00
2024_07_07 - 03:24:57 AM, 25.77, 36.63, 889.79, 683.80, 10.55, 2.00, 8.00, 20.00
2024_07_07 - 03:25:58 AM, 25.82, 36.57, 889.80, 684.64, 10.76, 0.00, 6.00, 18.00
2024_07_07 - 03:26:58 AM, 25.80, 36.57, 889.79, 683.60, 10.81, 0.00, 8.00, 18.00
2024_07_07 - 03:27:59 AM, 25.81, 36.50, 889.78, 685.94, 10.85, 2.00, 10.00, 20.00
2024_07_07 - 03:28:59 AM, 25.75, 36.71, 889.79, 684.68, 10.81, 0.00, 8.00, 18.00
2024_07_07 - 03:29:59 AM, 25.81, 36.63, 889.79, 683.82, 10.94, 2.00, 8.00, 20.00
2024_07_07 - 03:31:00 AM, 25.84, 36.53, 889.81, 683.54, 10.96, 2.00, 8.00, 18.00
2024_07_07 - 03:32:00 AM, 25.84, 36.53, 889.82, 683.54, 11.05, 0.00, 10.00, 20.00
2024_07_07 - 03:33:01 AM, 25.82, 36.65, 889.78, 684.32, 10.94, 2.00, 12.00, 22.00
2024_07_07 - 03:34:10 AM, 25.85, 36.61, 889.80, 685.74, 11.21, 0.00, 6.00, 18.00
2024_07_07 - 03:35:06 AM, 25.85, 36.63, 889.77, 688.62, 11.34, 4.00, 14.00, 24.00
2024_07_07 - 03:36:02 AM, 25.82, 36.68, 889.79, 687.80, 11.36, 4.00, 10.00, 22.00
2024_07_07 - 03:37:03 AM, 25.84, 36.59, 889.78, 688.34, 11.35, 2.00, 8.00, 18.00
2024_07_07 - 03:38:03 AM, 25.85, 36.62, 889.80, 686.26, 11.32, 2.00, 10.00, 20.00
2024_07_07 - 03:39:03 AM, 25.84, 36.61, 889.78, 687.61, 11.40, 2.00, 16.00, 28.00
2024_07_07 - 03:40:04 AM, 25.84, 36.64, 889.84, 690.33, 11.53, 0.00, 8.00, 18.00
2024_07_07 - 03:41:04 AM, 25.81, 36.67, 889.79, 690.98, 11.44, 0.00, 12.00, 22.00
2024_07_07 - 03:42:05 AM, 25.80, 36.70, 889.79, 689.38, 11.49, 2.00, 8.00, 20.00
2024_07_07 - 03:43:05 AM, 25.80, 36.70, 889.78, 689.38, 11.44, 2.00, 8.00, 20.00
2024_07_07 - 03:44:06 AM, 25.80, 36.70, 889.79, 687.50, 11.40, 4.00, 14.00, 24.00
2024_07_07 - 03:45:06 AM, 25.78, 36.86, 889.78, 687.02, 11.50, 10.00, 18.00, 28.00
2024_07_07 - 03:46:06 AM, 25.82, 36.77, 889.77, 689.15, 11.52, 4.00, 12.00, 22.00
2024_07_07 - 03:47:07 AM, 25.80, 36.71, 889.80, 689.18, 11.54, 2.00, 12.00, 22.00
2024_07_07 - 03:48:07 AM, 25.84, 36.74, 889.82, 686.56, 11.83, 4.00, 10.00, 22.00
2024_07_07 - 03:49:08 AM, 25.85, 36.67, 889.77, 686.91, 11.83, 0.00, 6.00, 16.00
2024_07_07 - 03:50:08 AM, 25.85, 36.62, 889.72, 686.54, 11.90, 0.00, 6.00, 18.00
2024_07_07 - 03:51:09 AM, 25.84, 36.64, 889.78, 686.52, 11.72, 2.00, 10.00, 20.00
2024_07_07 - 03:52:09 AM, 25.85, 36.62, 889.75, 685.98, 11.74, 2.00, 12.00, 22.00
2024_07_07 - 03:53:10 AM, 25.85, 36.62, 889.74, 685.98, 11.92, 2.00, 12.00, 22.00
2024_07_07 - 03:54:10 AM, 25.87, 36.65, 889.73, 685.68, 11.90, 4.00, 12.00, 22.00
2024_07_07 - 03:55:10 AM, 25.85, 36.63, 889.70, 686.64, 11.99, 2.00, 10.00, 20.00
2024_07_07 - 03:56:11 AM, 25.82, 36.68, 889.68, 691.23, 12.24, 0.00, 14.00, 24.00
2024_07_07 - 03:57:11 AM, 25.85, 36.58, 889.69, 689.63, 12.17, 2.00, 12.00, 22.00
2024_07_07 - 03:58:12 AM, 25.85, 36.58, 889.68, 693.30, 12.30, 2.00, 12.00, 22.00
2024_07_07 - 03:59:12 AM, 25.81, 36.69, 889.66, 689.61, 12.43, 0.00, 6.00, 16.00
2024_07_07 - 04:00:13 AM, 25.84, 36.64, 889.68, 689.38, 12.55, 6.00, 14.00, 24.00
2024_07_07 - 04:01:13 AM, 25.84, 36.61, 889.64, 694.07, 12.59, 4.00, 14.00, 24.00
2024_07_07 - 04:02:13 AM, 25.87, 36.57, 889.66, 692.62, 12.81, 2.00, 8.00, 20.00
2024_07_07 - 04:03:14 AM, 25.84, 36.57, 889.66, 696.85, 12.81, 4.00, 14.00, 24.00
2024_07_07 - 04:04:14 AM, 25.84, 36.57, 889.69, 696.85, 12.98, 0.00, 6.00, 16.00
2024_07_07 - 04:05:15 AM, 25.84, 36.57, 889.65, 698.37, 13.17, 2.00, 8.00, 20.00
2024_07_07 - 04:06:15 AM, 25.85, 36.61, 889.66, 697.74, 13.39, 2.00, 10.00, 22.00
2024_07_07 - 04:07:16 AM, 25.82, 36.62, 889.65, 699.84, 13.40, 0.00, 8.00, 18.00
2024_07_07 - 04:08:16 AM, 25.84, 36.65, 889.63, 701.39, 13.43, 2.00, 10.00, 20.00
2024_07_07 - 04:09:16 AM, 25.87, 36.63, 889.62, 698.48, 13.45, 0.00, 6.00, 16.00
2024_07_07 - 04:10:17 AM, 25.87, 36.70, 889.61, 701.56, 13.46, 2.00, 10.00, 20.00
2024_07_07 - 04:11:17 AM, 25.84, 36.63, 889.60, 705.08, 13.70, 6.00, 14.00, 24.00
2024_07_07 - 04:12:18 AM, 25.87, 36.58, 889.60, 706.08, 13.80, 6.00, 16.00, 26.00
2024_07_07 - 04:13:18 AM, 25.87, 36.60, 889.57, 711.56, 13.92, 2.00, 10.00, 20.00
2024_07_07 - 04:14:19 AM, 25.88, 36.62, 889.60, 710.88, 14.02, 2.00, 8.00, 20.00
2024_07_07 - 04:15:19 AM, 25.88, 36.62, 889.59, 710.88, 13.99, 6.00, 16.00, 26.00
2024_07_07 - 04:16:19 AM, 25.82, 36.73, 889.60, 714.02, 14.06, 0.00, 8.00, 20.00
2024_07_07 - 04:17:20 AM, 25.85, 36.65, 889.58, 716.95, 14.15, 0.00, 8.00, 18.00
2024_07_07 - 04:18:20 AM, 25.87, 36.66, 889.58, 715.78, 14.09, 2.00, 8.00, 20.00
2024_07_07 - 04:19:21 AM, 25.85, 36.57, 889.58, 716.37, 14.17, 0.00, 8.00, 18.00
2024_07_07 - 04:20:21 AM, 25.85, 36.67, 889.61, 715.40, 14.19, 4.00, 10.00, 20.00
2024_07_07 - 04:21:22 AM, 25.87, 36.63, 889.61, 715.98, 14.45, 6.00, 12.00, 24.00
2024_07_07 - 04:22:22 AM, 25.85, 36.62, 889.60, 718.08, 14.45, 4.00, 12.00, 22.00
2024_07_07 - 04:23:23 AM, 25.84, 36.64, 889.61, 716.45, 14.51, 2.00, 12.00, 24.00
2024_07_07 - 04:24:23 AM, 25.88, 36.60, 889.63, 718.65, 14.40, 2.00, 10.00, 20.00
2024_07_07 - 04:25:23 AM, 25.88, 36.60, 889.63, 718.65, 14.53, 2.00, 12.00, 22.00
2024_07_07 - 04:26:24 AM, 25.85, 36.57, 889.65, 720.22, 14.56, 2.00, 14.00, 26.00
2024_07_07 - 04:27:24 AM, 25.85, 36.67, 889.64, 721.21, 14.74, 4.00, 12.00, 24.00
2024_07_07 - 04:28:25 AM, 25.87, 36.71, 889.62, 721.71, 14.65, 2.00, 12.00, 22.00
2024_07_07 - 04:29:25 AM, 25.85, 36.72, 889.67, 723.66, 14.66, 2.00, 10.00, 20.00
2024_07_07 - 04:30:26 AM, 25.85, 36.68, 889.65, 723.92, 14.91, 6.00, 14.00, 24.00
2024_07_07 - 04:31:26 AM, 25.85, 36.68, 889.68, 724.33, 14.89, 2.00, 8.00, 20.00
2024_07_07 - 04:32:26 AM, 25.85, 36.73, 889.69, 723.87, 14.96, 0.00, 8.00, 18.00
2024_07_07 - 04:33:27 AM, 25.87, 36.72, 889.68, 723.92, 15.12, 4.00, 12.00, 22.00
2024_07_07 - 04:34:36 AM, 25.88, 36.71, 889.70, 725.37, 15.02, 2.00, 12.00, 22.00
2024_07_07 - 04:35:33 AM, 25.85, 36.67, 889.72, 726.55, 15.23, 4.00, 16.00, 26.00
2024_07_07 - 04:36:28 AM, 25.85, 36.67, 889.72, 726.55, 15.29, 4.00, 12.00, 22.00
2024_07_07 - 04:37:29 AM, 25.84, 36.68, 889.71, 725.90, 15.31, 4.00, 10.00, 22.00
2024_07_07 - 04:38:29 AM, 25.85, 36.71, 889.70, 726.14, 15.38, 2.00, 12.00, 22.00
2024_07_07 - 04:39:30 AM, 25.84, 36.67, 889.70, 729.37, 15.44, 2.00, 8.00, 18.00
2024_07_07 - 04:40:30 AM, 25.82, 36.74, 889.71, 727.21, 15.61, 2.00, 8.00, 18.00
2024_07_07 - 04:41:30 AM, 25.84, 36.73, 889.69, 729.43, 15.58, 2.00, 8.00, 18.00
2024_07_07 - 04:42:31 AM, 25.82, 36.69, 889.69, 728.40, 15.73, 0.00, 10.00, 20.00
2024_07_07 - 04:43:31 AM, 25.87, 36.63, 889.67, 728.33, 15.83, 0.00, 10.00, 20.00
2024_07_07 - 04:44:32 AM, 25.82, 36.65, 889.68, 729.62, 15.83, 2.00, 12.00, 22.00
2024_07_07 - 04:45:32 AM, 25.84, 36.64, 889.65, 729.04, 15.89, 4.00, 12.00, 22.00
2024_07_07 - 04:46:33 AM, 25.84, 36.64, 889.66, 729.04, 16.17, 2.00, 8.00, 18.00
2024_07_07 - 04:47:33 AM, 25.84, 36.64, 889.65, 732.09, 16.02, 2.00, 8.00, 18.00
2024_07_07 - 04:48:33 AM, 25.85, 36.61, 889.66, 734.37, 16.15, 4.00, 12.00, 22.00
2024_07_07 - 04:49:34 AM, 25.84, 36.64, 889.66, 731.77, 16.10, 0.00, 6.00, 16.00
2024_07_07 - 04:50:34 AM, 25.82, 36.64, 889.64, 732.60, 16.16, 2.00, 8.00, 18.00
2024_07_07 - 04:51:35 AM, 25.84, 36.65, 889.67, 732.34, 16.30, 0.00, 6.00, 16.00
2024_07_07 - 04:52:35 AM, 25.87, 36.65, 889.68, 729.07, 16.35, 2.00, 8.00, 20.00
2024_07_07 - 04:53:36 AM, 25.85, 36.75, 889.65, 730.09, 16.29, 4.00, 12.00, 22.00
2024_07_07 - 04:54:36 AM, 25.82, 36.73, 889.71, 730.29, 16.21, 2.00, 12.00, 22.00
2024_07_07 - 04:55:36 AM, 25.84, 36.71, 889.69, 731.34, 16.38, 2.00, 8.00, 20.00
2024_07_07 - 04:56:37 AM, 25.82, 36.72, 889.67, 734.11, 16.54, 6.00, 12.00, 22.00
2024_07_07 - 04:57:37 AM, 25.82, 36.72, 889.69, 734.11, 16.65, 0.00, 12.00, 22.00
2024_07_07 - 04:58:38 AM, 25.85, 36.70, 889.65, 735.21, 16.74, 18.00, 24.00, 24.00
2024_07_07 - 04:59:38 AM, 25.85, 36.61, 889.66, 733.96, 16.53, 2.00, 14.00, 24.00
2024_07_07 - 05:00:39 AM, 25.82, 36.73, 889.67, 731.68, 16.62, 4.00, 10.00, 22.00
2024_07_07 - 05:01:39 AM, 25.84, 36.67, 889.66, 731.87, 16.53, 0.00, 8.00, 18.00
2024_07_07 - 05:02:40 AM, 25.85, 36.63, 889.71, 732.33, 16.94, 2.00, 12.00, 22.00
2024_07_07 - 05:03:40 AM, 25.82, 36.73, 889.72, 733.02, 16.90, 2.00, 12.00, 22.00
2024_07_07 - 05:04:40 AM, 25.85, 36.66, 889.72, 732.71, 16.76, 4.00, 18.00, 30.00
2024_07_07 - 05:05:41 AM, 25.85, 36.63, 889.71, 735.94, 16.95, 2.00, 10.00, 20.00
2024_07_07 - 05:06:41 AM, 25.84, 36.64, 889.73, 737.56, 17.24, 2.00, 10.00, 20.00
2024_07_07 - 05:07:42 AM, 25.85, 36.65, 889.72, 736.85, 17.02, 4.00, 10.00, 20.00
2024_07_07 - 05:08:42 AM, 25.85, 36.65, 889.74, 736.85, 16.83, 2.00, 14.00, 24.00
2024_07_07 - 05:09:43 AM, 25.80, 36.67, 889.74, 735.35, 17.00, 2.00, 10.00, 20.00
2024_07_07 - 05:10:43 AM, 25.82, 36.57, 889.79, 736.19, 17.11, 2.00, 10.00, 20.00
2024_07_07 - 05:11:43 AM, 25.82, 36.62, 889.78, 739.50, 16.86, 4.00, 12.00, 22.00
2024_07_07 - 05:12:44 AM, 25.85, 36.53, 889.73, 741.88, 16.95, 4.00, 12.00, 22.00
2024_07_07 - 05:13:44 AM, 25.84, 36.55, 889.77, 743.09, 16.86, 4.00, 10.00, 22.00
2024_07_07 - 05:14:45 AM, 25.82, 36.52, 889.71, 741.36, 17.03, 2.00, 8.00, 20.00
2024_07_07 - 05:15:45 AM, 25.84, 36.54, 889.79, 742.24, 16.91, 0.00, 6.00, 16.00
2024_07_07 - 05:16:46 AM, 25.82, 36.53, 889.77, 743.97, 16.87, 2.00, 10.00, 20.00
2024_07_07 - 05:17:46 AM, 25.82, 36.47, 889.77, 745.17, 17.18, 4.00, 10.00, 22.00
2024_07_07 - 05:18:46 AM, 25.82, 36.47, 889.76, 745.17, 16.99, 0.00, 8.00, 18.00
2024_07_07 - 05:19:47 AM, 25.81, 36.57, 889.75, 744.11, 17.04, 4.00, 10.00, 20.00
2024_07_07 - 05:20:47 AM, 25.82, 36.54, 889.78, 745.12, 16.78, 2.00, 12.00, 22.00
2024_07_07 - 05:21:48 AM, 25.82, 36.62, 889.73, 746.84, 16.69, 2.00, 10.00, 20.00
2024_07_07 - 05:22:48 AM, 25.87, 36.52, 889.76, 745.49, 16.66, 2.00, 10.00, 20.00
2024_07_07 - 05:23:49 AM, 25.85, 36.46, 889.75, 746.57, 16.47, 4.00, 14.00, 26.00
2024_07_07 - 05:24:49 AM, 25.84, 36.54, 889.75, 747.96, 16.30, 6.00, 12.00, 22.00
2024_07_07 - 05:25:50 AM, 25.82, 36.57, 889.74, 745.69, 16.32, 0.00, 8.00, 18.00
2024_07_07 - 05:26:50 AM, 25.80, 36.53, 889.75, 741.79, 16.50, 2.00, 10.00, 20.00
2024_07_07 - 05:27:50 AM, 25.84, 36.51, 889.74, 744.06, 16.29, 2.00, 8.00, 20.00
2024_07_07 - 05:28:51 AM, 25.81, 36.55, 889.73, 746.46, 16.21, 4.00, 12.00, 22.00
2024_07_07 - 05:29:51 AM, 25.81, 36.55, 889.74, 746.46, 16.31, 6.00, 12.00, 22.00
2024_07_07 - 05:30:52 AM, 25.81, 36.45, 889.71, 749.78, 16.10, 2.00, 12.00, 22.00
2024_07_07 - 05:31:52 AM, 25.82, 36.49, 889.73, 752.73, 16.07, 8.00, 14.00, 24.00
2024_07_07 - 05:32:53 AM, 25.82, 36.49, 889.72, 750.63, 16.04, 4.00, 14.00, 24.00
2024_07_07 - 05:33:53 AM, 25.82, 36.55, 889.71, 748.51, 15.93, 6.00, 12.00, 24.00
2024_07_07 - 05:34:54 AM, 25.81, 36.52, 889.71, 749.20, 15.86, 4.00, 10.00, 26.00
2024_07_07 - 05:35:54 AM, 25.82, 36.55, 889.71, 749.01, 15.86, 2.00, 10.00, 20.00
2024_07_07 - 05:36:54 AM, 25.85, 36.54, 889.71, 747.50, 15.82, 2.00, 12.00, 22.00
2024_07_07 - 05:37:55 AM, 25.84, 36.52, 889.72, 748.91, 15.74, 4.00, 12.00, 22.00
2024_07_07 - 05:38:55 AM, 25.82, 36.53, 889.73, 747.67, 15.70, 4.00, 12.00, 24.00
2024_07_07 - 05:39:56 AM, 25.82, 36.53, 889.73, 747.67, 15.58, 2.00, 10.00, 20.00
2024_07_07 - 05:40:56 AM, 25.82, 36.50, 889.72, 746.68, 15.57, 4.00, 14.00, 24.00
2024_07_07 - 05:41:56 AM, 25.82, 36.54, 889.75, 747.69, 15.42, 2.00, 8.00, 18.00
2024_07_07 - 05:42:57 AM, 25.81, 36.52, 889.75, 748.60, 15.36, 4.00, 14.00, 24.00
2024_07_07 - 05:43:57 AM, 25.81, 36.47, 889.74, 748.92, 15.24, 2.00, 8.00, 18.00
2024_07_07 - 05:44:58 AM, 25.84, 36.47, 889.74, 751.50, 15.12, 10.00, 16.00, 26.00
2024_07_07 - 05:45:58 AM, 25.82, 36.45, 889.73, 752.68, 15.03, 2.00, 12.00, 22.00
2024_07_07 - 05:46:59 AM, 25.84, 36.45, 889.80, 748.92, 15.21, 2.00, 12.00, 22.00
2024_07_07 - 05:47:59 AM, 25.85, 36.42, 889.79, 746.63, 15.12, 2.00, 12.00, 22.00
2024_07_07 - 05:49:00 AM, 25.84, 36.38, 889.74, 748.73, 14.93, 6.00, 14.00, 26.00
2024_07_07 - 05:50:00 AM, 25.85, 36.43, 889.75, 747.73, 14.88, 2.00, 10.00, 20.00
2024_07_07 - 05:51:00 AM, 25.85, 36.43, 889.73, 747.73, 14.93, 0.00, 10.00, 20.00
2024_07_07 - 05:52:01 AM, 25.80, 36.48, 889.75, 749.91, 14.79, 2.00, 14.00, 24.00
2024_07_07 - 05:53:01 AM, 25.82, 36.45, 889.69, 745.06, 14.74, 0.00, 8.00, 18.00
2024_07_07 - 05:54:02 AM, 25.82, 36.40, 889.73, 743.66, 14.67, 0.00, 8.00, 18.00
2024_07_07 - 05:55:02 AM, 25.84, 36.42, 889.70, 741.11, 14.72, 2.00, 10.00, 22.00
2024_07_07 - 05:56:03 AM, 25.87, 36.43, 889.70, 741.11, 14.61, 2.00, 12.00, 22.00
2024_07_07 - 05:57:03 AM, 25.81, 36.43, 889.71, 740.73, 14.48, 4.00, 16.00, 26.00
2024_07_07 - 05:58:03 AM, 25.84, 36.42, 889.72, 742.08, 14.48, 2.00, 10.00, 22.00
2024_07_07 - 05:59:04 AM, 25.87, 36.51, 889.70, 746.41, 14.28, 0.00, 10.00, 20.00
2024_07_07 - 06:00:04 AM, 25.82, 36.54, 889.71, 745.47, 14.10, 2.00, 10.00, 20.00
2024_07_07 - 06:01:05 AM, 25.82, 36.54, 889.73, 745.47, 14.04, 2.00, 8.00, 20.00
2024_07_07 - 06:02:05 AM, 25.84, 36.51, 889.72, 742.78, 14.01, 2.00, 8.00, 18.00
2024_07_07 - 06:03:06 AM, 25.85, 36.53, 889.76, 745.30, 14.12, 2.00, 10.00, 20.00
2024_07_07 - 06:04:06 AM, 25.85, 36.52, 889.76, 745.35, 14.03, 2.00, 10.00, 20.00
2024_07_07 - 06:05:06 AM, 25.85, 36.47, 889.77, 745.90, 13.94, 0.00, 8.00, 18.00
2024_07_07 - 06:06:07 AM, 25.85, 36.47, 889.72, 745.82, 13.80, 2.00, 10.00, 20.00
2024_07_07 - 06:07:07 AM, 25.85, 36.46, 889.73, 752.81, 13.83, 2.00, 12.00, 22.00
