Time,Temp,RH,Pres,CO2,VOC,PM1,PM25,PM10
2024_07_06 - 10:04:39 PM, 26.17, 34.75, 889.96, 666.70, 6.37, 4.00, 10.00, 20.00
2024_07_06 - 10:05:39 PM, 25.98, 33.44, 890.00, 662.78, 5.30, 4.00, 12.00, 22.00
2024_07_06 - 10:06:40 PM, 25.95, 33.99, 890.00, 653.99, 4.98, 6.00, 14.00, 24.00
2024_07_06 - 10:07:40 PM, 25.98, 33.83, 890.04, 628.19, 4.44, 4.00, 14.00, 26.00
2024_07_06 - 10:08:41 PM, 25.95, 33.71, 890.04, 585.94, 3.98, 4.00, 14.00, 24.00
2024_07_06 - 10:09:41 PM, 25.84, 33.75, 890.02, 579.39, 3.62, 4.00, 14.00, 24.00
2024_07_06 - 10:10:42 PM, 25.87, 33.84, 890.05, 567.60, 3.35, 2.00, 10.00, 22.00
2024_07_06 - 10:11:42 PM, 25.71, 33.66, 890.04, 558.76, 2.98, 4.00, 14.00, 24.00
2024_07_06 - 10:12:43 PM, 25.71, 33.66, 890.04, 558.76, 2.71, 4.00, 16.00, 26.00
2024_07_06 - 10:13:43 PM, 25.74, 33.81, 890.01, 549.70, 2.62, 2.00, 12.00, 22.00
2024_07_06 - 10:14:43 PM, 25.78, 33.87, 890.03, 546.77, 2.39, 4.00, 14.00, 24.00
2024_07_06 - 10:15:44 PM, 25.81, 33.59, 890.04, 537.10, 2.27, 4.00, 16.00, 26.00
2024_07_06 - 10:16:44 PM, 25.84, 33.63, 890.02, 537.93, 2.07, 4.00, 16.00, 26.00
2024_07_06 - 10:17:45 PM, 25.81, 33.51, 890.03, 532.65, 1.97, 2.00, 12.00, 22.00
2024_07_06 - 10:18:45 PM, 25.82, 33.63, 890.04, 537.49, 1.87, 6.00, 14.00, 24.00
2024_07_06 - 10:19:46 PM, 25.81, 33.90, 890.06, 532.85, 1.81, 2.00, 10.00, 22.00
2024_07_06 - 10:20:46 PM, 25.78, 33.69, 890.08, 536.19, 1.76, 0.00, 8.00, 20.00
2024_07_06 - 10:21:46 PM, 25.82, 33.79, 890.09, 542.79, 1.76, 4.00, 12.00, 22.00
2024_07_06 - 10:22:47 PM, 25.81, 33.87, 890.09, 541.49, 1.69, 2.00, 14.00, 24.00
2024_07_06 - 10:23:47 PM, 25.81, 33.87, 890.10, 541.49, 1.67, 2.00, 10.00, 20.00
2024_07_06 - 10:24:48 PM, 25.72, 33.90, 890.12, 544.95, 1.58, 4.00, 14.00, 24.00
2024_07_06 - 10:25:48 PM, 25.68, 33.96, 890.10, 547.78, 1.57, 2.00, 14.00, 26.00
2024_07_06 - 10:26:49 PM, 25.63, 34.11, 890.10, 550.97, 1.59, 4.00, 18.00, 32.00
2024_07_06 - 10:27:49 PM, 25.63, 34.14, 890.12, 553.22, 1.61, 4.00, 10.00, 20.00
2024_07_06 - 10:28:49 PM, 25.60, 34.12, 890.13, 554.12, 1.65, 4.00, 12.00, 22.00
2024_07_06 - 10:29:50 PM, 25.55, 34.11, 890.11, 556.48, 1.61, 6.00, 12.00, 24.00
2024_07_06 - 10:30:50 PM, 25.57, 34.24, 890.14, 558.93, 1.60, 6.00, 12.00, 22.00
2024_07_06 - 10:31:55 PM, 25.47, 34.16, 890.14, 561.18, 1.58, 8.00, 14.00, 24.00
2024_07_06 - 10:32:51 PM, 25.47, 34.22, 890.16, 562.27, 1.57, 12.00, 20.00, 32.00
2024_07_06 - 10:33:52 PM, 25.47, 34.22, 890.15, 562.27, 1.61, 4.00, 12.00, 24.00
2024_07_06 - 10:34:52 PM, 25.44, 34.26, 890.14, 557.08, 1.47, 4.00, 16.00, 26.00
2024_07_06 - 10:35:57 PM, 25.33, 34.52, 890.14, 552.69, 1.44, 4.00, 14.00, 24.00
2024_07_06 - 10:36:53 PM, 25.29, 34.62, 890.16, 551.31, 1.46, 2.00, 8.00, 28.00
2024_07_06 - 10:37:53 PM, 25.30, 34.58, 890.17, 547.83, 1.47, 6.00, 12.00, 22.00
2024_07_06 - 10:38:54 PM, 25.27, 34.59, 890.15, 546.06, 1.48, 2.00, 10.00, 20.00
2024_07_06 - 10:39:54 PM, 25.30, 34.56, 890.14, 546.79, 1.49, 4.00, 16.00, 26.00
2024_07_06 - 10:40:55 PM, 25.29, 34.62, 890.15, 547.90, 1.46, 4.00, 18.00, 28.00
2024_07_06 - 10:41:55 PM, 25.27, 34.62, 890.15, 553.71, 1.43, 4.00, 16.00, 26.00
2024_07_06 - 10:42:56 PM, 25.30, 34.62, 890.17, 554.04, 1.45, 4.00, 10.00, 20.00
2024_07_06 - 10:43:56 PM, 25.30, 34.59, 890.18, 554.42, 1.49, 4.00, 10.00, 22.00
2024_07_06 - 10:44:56 PM, 25.30, 34.59, 890.19, 554.42, 1.47, 4.00, 20.00, 38.00
2024_07_06 - 10:45:57 PM, 25.23, 34.65, 890.18, 558.35, 1.43, 2.00, 16.00, 30.00
2024_07_06 - 10:46:57 PM, 25.18, 34.85, 890.18, 562.34, 1.43, 2.00, 10.00, 20.00
2024_07_06 - 10:47:58 PM, 25.20, 34.82, 890.19, 559.88, 1.40, 2.00, 12.00, 34.00
2024_07_06 - 10:48:58 PM, 25.16, 34.86, 890.19, 561.53, 1.42, 6.00, 14.00, 24.00
2024_07_06 - 10:49:59 PM, 25.19, 34.84, 890.22, 556.03, 1.48, 4.00, 14.00, 24.00
2024_07_06 - 10:50:59 PM, 25.18, 34.93, 890.21, 547.36, 1.57, 2.00, 18.00, 28.00
2024_07_06 - 10:51:59 PM, 25.16, 35.01, 890.23, 556.36, 1.69, 2.00, 16.00, 26.00
2024_07_06 - 10:53:00 PM, 25.10, 35.12, 890.22, 555.92, 1.66, 10.00, 20.00, 30.00
2024_07_06 - 10:54:00 PM, 25.06, 35.39, 890.23, 560.47, 1.68, 4.00, 10.00, 20.00
2024_07_06 - 10:55:01 PM, 25.09, 35.45, 890.24, 558.31, 1.75, 4.00, 12.00, 22.00
2024_07_06 - 10:56:01 PM, 25.09, 35.45, 890.25, 558.31, 1.73, 2.00, 12.00, 22.00
2024_07_06 - 10:57:02 PM, 25.10, 35.46, 890.25, 550.73, 1.75, 2.00, 10.00, 20.00
2024_07_06 - 10:58:02 PM, 25.12, 35.33, 890.28, 550.84, 1.81, 6.00, 14.00, 24.00
2024_07_06 - 10:59:03 PM, 25.09, 35.76, 890.28, 559.28, 1.79, 2.00, 12.00, 22.00
2024_07_06 - 11:00:03 PM, 25.26, 37.07, 890.27, 565.51, 1.72, 6.00, 16.00, 26.00
2024_07_06 - 11:01:03 PM, 25.25, 35.98, 890.29, 573.60, 1.84, 2.00, 14.00, 24.00
2024_07_06 - 11:02:04 PM, 25.30, 36.10, 890.28, 571.65, 1.87, 6.00, 14.00, 24.00
2024_07_06 - 11:03:04 PM, 25.30, 35.28, 890.27, 563.13, 1.76, 6.00, 18.00, 28.00
2024_07_06 - 11:04:05 PM, 25.32, 35.46, 890.28, 568.16, 1.72, 4.00, 16.00, 26.00
2024_07_06 - 11:05:05 PM, 25.34, 35.29, 890.29, 558.14, 1.67, 6.00, 16.00, 26.00
2024_07_06 - 11:06:06 PM, 25.34, 35.29, 890.26, 558.14, 1.68, 4.00, 18.00, 28.00
2024_07_06 - 11:07:06 PM, 25.37, 35.34, 890.27, 554.27, 1.64, 4.00, 20.00, 30.00
2024_07_06 - 11:08:06 PM, 25.40, 35.18, 890.27, 556.57, 1.61, 6.00, 18.00, 28.00
2024_07_06 - 11:09:07 PM, 25.36, 35.19, 890.26, 566.65, 1.66, 2.00, 12.00, 22.00
2024_07_06 - 11:10:07 PM, 25.41, 35.28, 890.24, 571.66, 1.60, 6.00, 14.00, 24.00
2024_07_06 - 11:11:08 PM, 25.44, 35.60, 890.23, 575.25, 1.51, 6.00, 12.00, 22.00
2024_07_06 - 11:12:08 PM, 25.33, 35.68, 890.25, 575.22, 1.46, 4.00, 18.00, 28.00
2024_07_06 - 11:13:09 PM, 25.32, 35.17, 890.25, 575.64, 1.39, 2.00, 12.00, 22.00
2024_07_06 - 11:14:09 PM, 25.34, 35.23, 890.22, 580.08, 1.39, 6.00, 16.00, 26.00
2024_07_06 - 11:15:09 PM, 25.34, 35.35, 890.23, 581.61, 1.30, 2.00, 8.00, 20.00
2024_07_06 - 11:16:10 PM, 25.38, 35.23, 890.22, 574.87, 1.32, 8.00, 18.00, 28.00
2024_07_06 - 11:17:10 PM, 25.38, 35.23, 890.23, 574.87, 1.33, 2.00, 22.00, 32.00
2024_07_06 - 11:18:11 PM, 25.43, 36.00, 890.19, 584.08, 1.41, 4.00, 12.00, 22.00
2024_07_06 - 11:19:11 PM, 25.40, 35.33, 890.19, 595.62, 1.37, 2.00, 10.00, 20.00
2024_07_06 - 11:20:12 PM, 25.34, 35.15, 890.22, 593.96, 1.39, 4.00, 10.00, 20.00
2024_07_06 - 11:21:12 PM, 25.38, 35.16, 890.22, 579.12, 1.33, 4.00, 12.00, 22.00
2024_07_06 - 11:22:13 PM, 25.38, 35.44, 890.21, 592.60, 1.30, 4.00, 16.00, 26.00
2024_07_06 - 11:23:13 PM, 25.33, 35.39, 890.19, 586.64, 1.25, 2.00, 10.00, 22.00
2024_07_06 - 11:24:13 PM, 25.43, 35.33, 890.19, 591.79, 1.26, 0.00, 10.00, 22.00
2024_07_06 - 11:25:14 PM, 25.43, 35.07, 890.20, 593.55, 1.23, 2.00, 18.00, 30.00
2024_07_06 - 11:26:14 PM, 25.50, 35.32, 890.15, 592.92, 1.29, 2.00, 10.00, 20.00
2024_07_06 - 11:27:15 PM, 25.50, 35.32, 890.18, 592.92, 1.20, 4.00, 12.00, 22.00
2024_07_06 - 11:28:15 PM, 25.48, 35.34, 890.15, 587.99, 1.23, 2.00, 12.00, 22.00
2024_07_06 - 11:29:16 PM, 25.48, 35.17, 890.16, 590.45, 1.20, 0.00, 10.00, 20.00
2024_07_06 - 11:30:16 PM, 25.48, 35.50, 890.13, 595.93, 1.24, 6.00, 14.00, 24.00
2024_07_06 - 11:31:16 PM, 25.57, 35.15, 890.13, 596.69, 1.29, 4.00, 10.00, 20.00
2024_07_06 - 11:32:22 PM, 25.55, 35.22, 890.16, 595.07, 1.34, 4.00, 14.00, 24.00
2024_07_06 - 11:33:17 PM, 25.55, 35.28, 890.11, 598.08, 1.35, 6.00, 14.00, 24.00
2024_07_06 - 11:34:18 PM, 25.51, 36.30, 890.13, 619.52, 1.43, 2.00, 8.00, 18.00
2024_07_06 - 11:35:18 PM, 25.57, 35.10, 890.13, 618.44, 1.46, 8.00, 18.00, 28.00
2024_07_06 - 11:36:19 PM, 25.55, 35.23, 890.15, 612.22, 1.47, 6.00, 16.00, 28.00
2024_07_06 - 11:37:19 PM, 25.54, 35.27, 890.16, 613.27, 1.51, 6.00, 18.00, 28.00
2024_07_06 - 11:38:19 PM, 25.54, 35.27, 890.15, 613.27, 1.48, 6.00, 14.00, 24.00
2024_07_06 - 11:39:20 PM, 25.46, 35.31, 890.21, 607.97, 1.42, 4.00, 10.00, 22.00
2024_07_06 - 11:40:20 PM, 25.44, 35.43, 890.21, 603.94, 1.30, 6.00, 16.00, 26.00
2024_07_06 - 11:41:21 PM, 25.41, 35.76, 890.19, 598.08, 1.33, 6.00, 12.00, 22.00
2024_07_06 - 11:42:21 PM, 25.40, 35.55, 890.20, 600.03, 1.28, 8.00, 18.00, 36.00
2024_07_06 - 11:43:22 PM, 25.37, 35.61, 890.24, 597.67, 1.27, 6.00, 16.00, 26.00
2024_07_06 - 11:44:22 PM, 25.40, 36.05, 890.21, 598.48, 1.26, 6.00, 16.00, 28.00
2024_07_06 - 11:45:23 PM, 25.32, 35.83, 890.23, 597.87, 1.22, 4.00, 20.00, 30.00
2024_07_06 - 11:46:23 PM, 25.38, 36.17, 890.22, 599.92, 1.26, 2.00, 10.00, 20.00
2024_07_06 - 11:47:23 PM, 25.34, 35.92, 890.22, 599.94, 1.24, 4.00, 18.00, 30.00
2024_07_06 - 11:48:24 PM, 25.34, 35.92, 890.24, 599.94, 1.19, 2.00, 12.00, 22.00
2024_07_06 - 11:49:24 PM, 25.33, 36.17, 890.21, 602.21, 1.23, 2.00, 12.00, 22.00
2024_07_06 - 11:50:25 PM, 25.36, 36.03, 890.25, 607.72, 1.20, 8.00, 18.00, 28.00
2024_07_06 - 11:51:25 PM, 25.33, 36.12, 890.25, 598.96, 1.19, 4.00, 12.00, 32.00
2024_07_06 - 11:52:26 PM, 25.33, 36.04, 890.23, 592.63, 1.19, 6.00, 20.00, 30.00
2024_07_06 - 11:53:26 PM, 25.29, 35.80, 890.21, 593.80, 1.14, 6.00, 14.00, 24.00
2024_07_06 - 11:54:26 PM, 25.26, 35.92, 890.20, 593.25, 1.10, 6.00, 14.00, 24.00
2024_07_06 - 11:55:27 PM, 25.27, 35.90, 890.24, 580.80, 1.05, 2.00, 10.00, 22.00
2024_07_06 - 11:56:27 PM, 25.25, 36.00, 890.19, 579.55, 1.07, 4.00, 14.00, 32.00
2024_07_06 - 11:57:28 PM, 25.27, 35.77, 890.20, 578.61, 1.04, 0.00, 8.00, 18.00
2024_07_06 - 11:58:28 PM, 25.25, 36.40, 890.22, 588.83, 0.98, 10.00, 18.00, 28.00
2024_07_06 - 11:59:29 PM, 25.25, 36.40, 890.23, 588.83, 1.02, 2.00, 12.00, 24.00
2024_07_07 - 12:00:29 AM, 25.29, 36.01, 890.21, 590.03, 1.03, 4.00, 14.00, 24.00
2024_07_07 - 12:01:29 AM, 25.27, 35.59, 890.19, 593.99, 0.95, 4.00, 16.00, 26.00
2024_07_07 - 12:02:30 AM, 25.18, 35.46, 890.20, 589.14, 0.89, 4.00, 12.00, 22.00
2024_07_07 - 12:03:30 AM, 25.20, 35.73, 890.18, 585.42, 0.87, 4.00, 16.00, 28.00
2024_07_07 - 12:04:31 AM, 25.18, 35.60, 890.21, 581.43, 0.86, 4.00, 18.00, 28.00
2024_07_07 - 12:05:31 AM, 25.16, 35.69, 890.21, 581.06, 0.85, 4.00, 10.00, 22.00
2024_07_07 - 12:06:32 AM, 25.25, 36.10, 890.23, 582.44, 0.86, 2.00, 10.00, 20.00
2024_07_07 - 12:07:32 AM, 25.22, 35.73, 890.23, 580.52, 0.84, 4.00, 12.00, 22.00
2024_07_07 - 12:08:33 AM, 25.16, 35.59, 890.22, 587.20, 0.83, 2.00, 14.00, 26.00
2024_07_07 - 12:09:33 AM, 25.16, 35.59, 890.21, 587.20, 0.83, 2.00, 16.00, 28.00
2024_07_07 - 12:10:33 AM, 25.22, 35.97, 890.20, 590.38, 0.84, 6.00, 18.00, 28.00
2024_07_07 - 12:11:34 AM, 25.22, 35.68, 890.22, 593.18, 0.83, 6.00, 18.00, 30.00
2024_07_07 - 12:12:34 AM, 25.16, 35.70, 890.23, 587.61, 0.80, 2.00, 14.00, 24.00
2024_07_07 - 12:13:35 AM, 25.25, 35.61, 890.24, 585.03, 0.82, 2.00, 10.00, 22.00
2024_07_07 - 12:14:35 AM, 25.20, 35.59, 890.22, 584.38, 0.79, 2.00, 10.00, 20.00
2024_07_07 - 12:15:36 AM, 25.18, 35.74, 890.21, 583.83, 0.77, 2.00, 14.00, 24.00
2024_07_07 - 12:16:36 AM, 25.12, 35.82, 890.21, 580.75, 0.73, 2.00, 10.00, 20.00
2024_07_07 - 12:17:36 AM, 25.03, 36.13, 890.19, 582.49, 0.71, 6.00, 20.00, 32.00
2024_07_07 - 12:18:37 AM, 25.03, 35.75, 890.20, 584.30, 0.67, 2.00, 12.00, 22.00
2024_07_07 - 12:19:37 AM, 25.02, 35.85, 890.18, 580.35, 0.64, 4.00, 18.00, 30.00
2024_07_07 - 12:20:38 AM, 25.02, 35.85, 890.18, 580.35, 0.62, 2.00, 12.00, 22.00
2024_07_07 - 12:21:38 AM, 24.99, 35.88, 890.18, 582.53, 0.64, 6.00, 14.00, 26.00
2024_07_07 - 12:22:39 AM, 25.06, 35.70, 890.18, 581.83, 0.61, 6.00, 12.00, 22.00
2024_07_07 - 12:23:39 AM, 25.12, 35.79, 890.19, 580.07, 0.60, 2.00, 16.00, 26.00
2024_07_07 - 12:24:39 AM, 25.13, 35.63, 890.21, 578.48, 0.58, 4.00, 12.00, 30.00
2024_07_07 - 12:25:40 AM, 25.13, 35.91, 890.20, 580.29, 0.55, 4.00, 10.00, 22.00
2024_07_07 - 12:26:40 AM, 25.08, 35.91, 890.21, 577.00, 0.56, 4.00, 16.00, 26.00
2024_07_07 - 12:27:41 AM, 25.18, 36.19, 890.18, 576.40, 0.54, 2.00, 16.00, 26.00
2024_07_07 - 12:28:41 AM, 25.20, 36.23, 890.17, 583.50, 0.57, 4.00, 14.00, 24.00
2024_07_07 - 12:29:42 AM, 25.20, 36.04, 890.20, 585.79, 0.58, 2.00, 10.00, 20.00
2024_07_07 - 12:30:42 AM, 25.20, 36.04, 890.19, 585.79, 0.59, 4.00, 12.00, 22.00
2024_07_07 - 12:31:43 AM, 25.23, 35.81, 890.20, 589.69, 0.61, 0.00, 6.00, 16.00
2024_07_07 - 12:32:48 AM, 25.27, 35.73, 890.20, 593.25, 0.63, 4.00, 14.00, 24.00
2024_07_07 - 12:33:43 AM, 25.33, 35.74, 890.14, 593.80, 0.65, 2.00, 12.00, 24.00
2024_07_07 - 12:34:44 AM, 25.25, 35.91, 890.17, 598.69, 0.67, 4.00, 14.00, 24.00
2024_07_07 - 12:35:44 AM, 25.29, 35.67, 890.18, 596.37, 0.66, 2.00, 12.00, 22.00
2024_07_07 - 12:36:45 AM, 25.27, 35.56, 890.18, 598.10, 0.71, 4.00, 12.00, 24.00
2024_07_07 - 12:37:45 AM, 25.26, 35.52, 890.18, 591.51, 0.74, 4.00, 14.00, 24.00
2024_07_07 - 12:38:46 AM, 25.27, 35.42, 890.19, 588.28, 0.76, 2.00, 14.00, 24.00
2024_07_07 - 12:39:46 AM, 25.18, 35.56, 890.18, 579.37, 0.76, 2.00, 12.00, 22.00
2024_07_07 - 12:40:46 AM, 25.26, 35.43, 890.20, 577.62, 0.78, 4.00, 10.00, 20.00
2024_07_07 - 12:41:47 AM, 25.26, 35.43, 890.20, 577.62, 0.85, 2.00, 14.00, 24.00
2024_07_07 - 12:42:47 AM, 25.22, 35.51, 890.21, 576.00, 0.89, 2.00, 10.00, 20.00
2024_07_07 - 12:43:48 AM, 25.19, 35.73, 890.21, 571.69, 0.97, 2.00, 12.00, 22.00
2024_07_07 - 12:44:48 AM, 25.26, 35.86, 890.22, 572.76, 1.06, 6.00, 16.00, 26.00
2024_07_07 - 12:45:49 AM, 25.32, 35.68, 890.22, 573.69, 1.17, 0.00, 6.00, 18.00
2024_07_07 - 12:46:49 AM, 25.34, 36.35, 890.22, 576.14, 1.24, 4.00, 14.00, 24.00
2024_07_07 - 12:47:49 AM, 25.40, 35.67, 890.21, 581.04, 1.39, 2.00, 14.00, 32.00
2024_07_07 - 12:48:50 AM, 25.47, 35.58, 890.21, 586.17, 1.53, 2.00, 8.00, 18.00
2024_07_07 - 12:49:50 AM, 25.51, 35.44, 890.23, 599.52, 1.69, 2.00, 12.00, 22.00
2024_07_07 - 12:50:51 AM, 25.50, 35.43, 890.20, 624.52, 1.84, 2.00, 12.00, 22.00
2024_07_07 - 12:51:51 AM, 25.50, 35.48, 890.23, 625.29, 1.97, 2.00, 8.00, 18.00
2024_07_07 - 12:52:52 AM, 25.50, 35.48, 890.22, 625.29, 2.24, 6.00, 14.00, 24.00
2024_07_07 - 12:53:52 AM, 25.51, 35.46, 890.25, 627.17, 2.34, 4.00, 12.00, 22.00
2024_07_07 - 12:54:53 AM, 25.57, 35.50, 890.23, 634.83, 2.49, 0.00, 10.00, 20.00
2024_07_07 - 12:55:53 AM, 25.58, 35.52, 890.25, 626.69, 2.73, 4.00, 12.00, 22.00
2024_07_07 - 12:56:53 AM, 25.61, 35.53, 890.23, 631.59, 2.88, 6.00, 14.00, 24.00
2024_07_07 - 12:57:54 AM, 25.63, 35.52, 890.24, 632.07, 3.07, 2.00, 8.00, 18.00
2024_07_07 - 12:58:54 AM, 25.65, 35.49, 890.23, 631.63, 3.33, 2.00, 12.00, 22.00
2024_07_07 - 12:59:55 AM, 25.65, 35.49, 890.24, 631.67, 3.48, 0.00, 8.00, 18.00
2024_07_07 - 01:00:55 AM, 25.64, 35.66, 890.20, 634.86, 3.70, 2.00, 10.00, 22.00
2024_07_07 - 01:01:56 AM, 25.63, 35.66, 890.24, 642.76, 3.98, 2.00, 12.00, 22.00
2024_07_07 - 01:02:56 AM, 25.63, 35.66, 890.23, 642.76, 4.32, 2.00, 10.00, 20.00
2024_07_07 - 01:03:56 AM, 25.64, 35.61, 890.23, 646.18, 4.58, 0.00, 8.00, 18.00
2024_07_07 - 01:04:57 AM, 25.65, 35.61, 890.19, 651.00, 4.82, 0.00, 10.00, 20.00
2024_07_07 - 01:05:57 AM, 25.67, 35.56, 890.21, 652.82, 5.06, 2.00, 12.00, 22.00
2024_07_07 - 01:06:58 AM, 25.67, 35.55, 890.20, 658.72, 5.39, 2.00, 10.00, 20.00
2024_07_07 - 01:07:58 AM, 25.64, 35.59, 890.20, 658.98, 5.67, 0.00, 10.00, 20.00
2024_07_07 - 01:08:59 AM, 25.61, 35.66, 890.21, 663.96, 6.55, 2.00, 8.00, 18.00
2024_07_07 - 01:09:59 AM, 25.64, 35.58, 890.18, 669.30, 6.82, 4.00, 10.00, 20.00
2024_07_07 - 01:10:59 AM, 25.64, 35.56, 890.19, 670.42, 7.06, 2.00, 16.00, 26.00
2024_07_07 - 01:12:00 AM, 25.64, 35.47, 890.15, 670.96, 7.32, 4.00, 18.00, 30.00
2024_07_07 - 01:13:00 AM, 25.67, 35.50, 890.18, 672.49, 7.48, 0.00, 10.00, 20.00
2024_07_07 - 01:14:01 AM, 25.67, 35.50, 890.15, 672.49, 7.52, 2.00, 10.00, 22.00
2024_07_07 - 01:15:01 AM, 25.64, 35.46, 890.15, 673.61, 7.62, 0.00, 6.00, 18.00
2024_07_07 - 01:16:02 AM, 25.67, 35.48, 890.17, 673.28, 7.65, 2.00, 14.00, 24.00
2024_07_07 - 01:17:02 AM, 25.70, 35.40, 890.17, 674.33, 7.96, 4.00, 10.00, 20.00
2024_07_07 - 01:18:03 AM, 25.67, 35.45, 890.17, 676.19, 8.08, 0.00, 8.00, 20.00
2024_07_07 - 01:19:03 AM, 25.67, 35.38, 890.19, 677.00, 8.24, 6.00, 14.00, 26.00
2024_07_07 - 01:20:03 AM, 25.72, 35.34, 890.21, 680.35, 8.25, 2.00, 10.00, 20.00
2024_07_07 - 01:21:04 AM, 25.74, 35.30, 890.19, 682.11, 8.37, 2.00, 8.00, 18.00
2024_07_07 - 01:22:04 AM, 25.72, 35.30, 890.16, 680.38, 8.66, 2.00, 12.00, 22.00
2024_07_07 - 01:23:05 AM, 25.71, 35.35, 890.16, 680.02, 8.52, 2.00, 10.00, 20.00
2024_07_07 - 01:24:05 AM, 25.71, 35.35, 890.15, 680.02, 8.78, 0.00, 8.00, 20.00
2024_07_07 - 01:25:06 AM, 25.74, 35.30, 890.15, 680.69, 8.64, 2.00, 12.00, 22.00
2024_07_07 - 01:26:06 AM, 25.68, 35.31, 890.15, 680.58, 8.80, 2.00, 10.00, 22.00
2024_07_07 - 01:27:06 AM, 25.70, 35.35, 890.14, 678.05, 8.83, 2.00, 10.00, 20.00
2024_07_07 - 01:28:07 AM, 25.70, 35.32, 890.12, 678.78, 8.97, 0.00, 12.00, 22.00
2024_07_07 - 01:29:07 AM, 25.70, 35.35, 890.14, 678.40, 8.76, 2.00, 10.00, 20.00
2024_07_07 - 01:30:08 AM, 25.72, 35.29, 890.11, 679.64, 9.09, 2.00, 12.00, 22.00
2024_07_07 - 01:31:08 AM, 25.72, 35.30, 890.11, 681.20, 9.26, 2.00, 12.00, 22.00
2024_07_07 - 01:32:09 AM, 25.74, 35.29, 890.12, 683.22, 9.37, 0.00, 8.00, 18.00
2024_07_07 - 01:33:09 AM, 25.71, 35.28, 890.12, 682.71, 9.28, 2.00, 16.00, 26.00
2024_07_07 - 01:34:10 AM, 25.72, 35.31, 890.12, 682.13, 9.36, 2.00, 10.00, 20.00
2024_07_07 - 01:35:10 AM, 25.72, 35.31, 890.10, 682.13, 9.55, 2.00, 8.00, 20.00
2024_07_07 - 01:36:10 AM, 25.70, 35.30, 890.10, 681.43, 9.59, 6.00, 12.00, 24.00
2024_07_07 - 01:37:11 AM, 25.72, 35.28, 890.12, 684.20, 9.41, 4.00, 12.00, 22.00
2024_07_07 - 01:38:11 AM, 25.72, 35.33, 890.11, 682.31, 9.44, 4.00, 12.00, 22.00
2024_07_07 - 01:39:12 AM, 25.74, 35.32, 890.10, 682.21, 9.46, 2.00, 8.00, 18.00
2024_07_07 - 01:40:12 AM, 25.74, 35.26, 890.12, 682.02, 9.57, 2.00, 18.00, 28.00
2024_07_07 - 01:41:13 AM, 25.74, 35.33, 890.10, 682.84, 9.62, 2.00, 14.00, 24.00
2024_07_07 - 01:42:13 AM, 25.74, 35.34, 890.09, 682.11, 9.59, 4.00, 10.00, 22.00
2024_07_07 - 01:43:13 AM, 25.68, 35.39, 890.09, 682.37, 9.68, 2.00, 12.00, 22.00
2024_07_07 - 01:44:14 AM, 25.74, 35.34, 890.10, 681.47, 9.69, 0.00, 6.00, 16.00
2024_07_07 - 01:45:14 AM, 25.74, 35.34, 890.05, 681.47, 9.74, 4.00, 14.00, 24.00
2024_07_07 - 01:46:15 AM, 25.71, 35.36, 890.06, 678.69, 9.78, 0.00, 10.00, 20.00
2024_07_07 - 01:47:15 AM, 25.72, 35.33, 890.07, 678.31, 9.86, 2.00, 8.00, 18.00
2024_07_07 - 01:48:16 AM, 25.71, 35.37, 890.06, 678.51, 9.86, 2.00, 8.00, 28.00
2024_07_07 - 01:49:16 AM, 25.71, 35.41, 890.05, 678.00, 9.98, 2.00, 8.00, 18.00
2024_07_07 - 01:50:16 AM, 25.75, 35.38, 890.05, 675.93, 10.06, 0.00, 10.00, 20.00
2024_07_07 - 01:51:17 AM, 25.71, 35.39, 890.04, 673.78, 10.04, 2.00, 10.00, 20.00
2024_07_07 - 01:52:17 AM, 25.75, 35.35, 890.07, 672.43, 10.11, 2.00, 6.00, 18.00
2024_07_07 - 01:53:18 AM, 25.78, 35.32, 890.06, 672.02, 10.01, 0.00, 10.00, 20.00
2024_07_07 - 01:54:18 AM, 25.74, 35.36, 890.04, 670.75, 9.83, 0.00, 10.00, 22.00
2024_07_07 - 01:55:19 AM, 25.77, 35.35, 890.06, 670.11, 9.92, 2.00, 8.00, 18.00
2024_07_07 - 01:56:19 AM, 25.77, 35.35, 890.03, 670.11, 10.01, 0.00, 8.00, 18.00
2024_07_07 - 01:57:19 AM, 25.77, 35.33, 890.02, 668.51, 10.09, 4.00, 10.00, 22.00
2024_07_07 - 01:58:20 AM, 25.74, 35.36, 890.05, 669.94, 10.10, 2.00, 8.00, 18.00
2024_07_07 - 01:59:20 AM, 25.77, 35.34, 890.02, 665.23, 10.21, 4.00, 12.00, 22.00
2024_07_07 - 02:00:21 AM, 25.74, 35.33, 890.02, 664.75, 9.98, 2.00, 10.00, 20.00
2024_07_07 - 02:01:21 AM, 25.75, 35.32, 890.06, 663.85, 9.92, 0.00, 12.00, 22.00
2024_07_07 - 02:02:22 AM, 25.75, 35.40, 890.01, 663.54, 9.98, 0.00, 8.00, 18.00
2024_07_07 - 02:03:22 AM, 25.75, 35.38, 890.03, 665.16, 9.94, 4.00, 10.00, 20.00
2024_07_07 - 02:04:23 AM, 25.74, 35.39, 889.99, 663.07, 9.80, 4.00, 16.00, 26.00
2024_07_07 - 02:05:23 AM, 25.77, 35.34, 890.02, 663.14, 9.88, 0.00, 6.00, 16.00
